subject,featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
32,16.0,16.0,4631.0,4650.0,-19.0,4783.0,4783.0,0.0,4927.0,4937.0,-10.0,2.832,2.608,0.22399999999999975,1.70678,1.70678,0.0,0.972972972972973,0.926829268292683,0.046143704680290054
32,17.0,17.0,4927.0,4937.0,-10.0,5070.0,5080.0,-10.0,5223.0,5239.0,-16.0,2.296,2.376,-0.08000000000000007,1.77087,1.77087,0.0,0.9662162162162162,0.9470198675496688,0.019196348666547403
32,18.0,18.0,5223.0,5239.0,-16.0,5349.0,5372.0,-23.0,5537.0,5554.0,-17.0,2.232,2.336,-0.10399999999999965,1.7223199999999999,1.7223199999999999,0.0,0.802547770700637,0.8444444444444444,-0.041896673743807455
32,19.0,19.0,5537.0,5554.0,-17.0,5691.0,5690.0,1.0,5839.0,5846.0,-7.0,2.736,2.544,0.19200000000000017,1.65049,1.65243,-0.0019400000000000528,0.9801324503311258,0.9315068493150684,0.048625601016057396
32,20.0,20.0,5839.0,5846.0,-7.0,5989.0,5988.0,1.0,6141.0,6151.0,-10.0,2.384,2.384,0.0,1.73013,1.71848,0.011649999999999938,0.9933774834437086,0.9311475409836065,0.06222994246010205
32,21.0,21.0,6141.0,6151.0,-10.0,6272.0,6297.0,-25.0,6462.0,6479.0,-17.0,2.264,2.472,-0.20800000000000018,1.6290900000000001,1.6290900000000001,0.0,0.8161993769470405,0.8902439024390244,-0.07404452549198393
32,22.0,22.0,6462.0,6479.0,-17.0,6615.0,6614.0,1.0,6764.0,6775.0,-11.0,2.744,2.536,0.20800000000000018,1.67767,1.67767,0.0,0.9867549668874173,0.9121621621621622,0.07459280472525509
32,23.0,23.0,6764.0,6775.0,-11.0,6911.0,6917.0,-6.0,7058.0,7070.0,-12.0,2.368,2.424,-0.05600000000000005,1.78058,1.76699,0.013589999999999991,1.0,0.9627118644067797,0.037288135593220306
32,24.0,24.0,7058.0,7070.0,-12.0,7191.0,7205.0,-14.0,7362.0,7387.0,-25.0,2.24,2.304,-0.06399999999999961,1.6835300000000002,1.6835300000000002,0.0,0.875,0.8517350157728707,0.023264984227129304
32,25.0,25.0,7362.0,7387.0,-25.0,7527.0,7522.0,5.0,7676.0,7684.0,-8.0,2.688,2.536,0.15200000000000014,1.57477,1.6136,-0.03882999999999992,0.9490445859872612,0.9090909090909091,0.0399536768963521
32,26.0,26.0,7676.0,7684.0,-8.0,7825.0,7823.0,2.0,7966.0,7976.0,-10.0,2.384,2.408,-0.02400000000000002,1.73589,1.73589,0.0,0.9724137931034482,0.952054794520548,0.020358998582900245
32,27.0,27.0,7966.0,7976.0,-10.0,8111.0,8116.0,-5.0,8280.0,8306.0,-26.0,2.288,2.344,-0.05600000000000005,1.74755,1.74755,0.0,0.9235668789808917,0.8484848484848485,0.07508203049604323
32,28.0,28.0,8280.0,8306.0,-26.0,8445.0,8440.0,5.0,8601.0,8608.0,-7.0,2.672,2.592,0.08000000000000007,1.64656,1.66986,-0.023299999999999876,0.9719626168224299,0.8874172185430463,0.08454539827938357
32,29.0,29.0,8601.0,8608.0,-7.0,8749.0,8750.0,-1.0,8902.0,8917.0,-15.0,2.432,2.48,-0.04800000000000004,1.6601599999999999,1.65434,0.005819999999999936,0.9833887043189369,0.919093851132686,0.06429485318625083
32,30.0,30.0,8902.0,8917.0,-15.0,9037.0,9060.0,-23.0,9213.0,9230.0,-17.0,2.304,2.48,-0.17600000000000016,1.73204,1.73204,0.0,0.8681672025723473,0.9137380191693291,-0.04557081659698181
32,31.0,31.0,9213.0,9230.0,-17.0,9371.0,9367.0,4.0,9523.0,9533.0,-10.0,2.672,2.456,0.2160000000000002,1.44661,1.4893299999999998,-0.04271999999999987,0.9806451612903225,0.9042904290429042,0.07635473224741829
32,32.0,32.0,9523.0,9533.0,-10.0,9673.0,9670.0,3.0,9813.0,9820.0,-7.0,2.416,2.424,-0.008000000000000007,1.69906,1.69906,0.0,0.9655172413793104,0.9547038327526133,0.010813408626697107
32,33.0,33.0,9813.0,9820.0,-7.0,9960.0,9961.0,-1.0,10111.0,10123.0,-12.0,2.296,2.328,-0.03200000000000003,1.80192,1.77668,0.02523999999999993,0.9865771812080537,0.9306930693069306,0.05588411190112308
32,34.0,34.0,10111.0,10123.0,-12.0,10243.0,10265.0,-22.0,10421.0,10438.0,-17.0,2.264,2.432,-0.16800000000000015,1.7165199999999998,1.7165199999999998,0.0,0.8516129032258064,0.9015873015873016,-0.0499743983614952
32,35.0,35.0,10421.0,10438.0,-17.0,10579.0,10576.0,3.0,10736.0,10754.0,-18.0,2.688,2.488,0.20000000000000018,1.52235,1.52235,0.0,0.9968253968253968,0.8734177215189873,0.1234076753064095
32,36.0,36.0,10736.0,10754.0,-18.0,10881.0,10894.0,-13.0,11045.0,11056.0,-11.0,2.416,2.544,-0.1280000000000001,1.77475,1.74757,0.027179999999999982,0.9385113268608414,0.9271523178807947,0.011359008980046714
32,37.0,37.0,11045.0,11056.0,-11.0,11167.0,11197.0,-30.0,11340.0,11358.0,-18.0,2.288,2.424,-0.13600000000000012,1.52617,1.52617,0.0,0.8271186440677967,0.9337748344370861,-0.10665619036928942
32,38.0,38.0,11340.0,11358.0,-18.0,11498.0,11493.0,5.0,11636.0,11643.0,-7.0,2.648,2.368,0.28000000000000025,1.53784,1.53784,0.0,0.9324324324324325,0.9473684210526316,-0.014935988620199181
32,39.0,39.0,11636.0,11643.0,-7.0,11779.0,11775.0,4.0,11933.0,11948.0,-15.0,2.248,2.256,-0.007999999999999563,1.63884,1.64078,-0.0019399999999998307,0.962962962962963,0.8655737704918033,0.09738919247115974
32,40.0,40.0,11933.0,11948.0,-15.0,12081.0,12088.0,-7.0,12229.0,12242.0,-13.0,2.416,2.504,-0.08800000000000008,1.82718,1.7514500000000002,0.07572999999999985,1.0,0.9523809523809523,0.04761904761904767
32,41.0,41.0,12229.0,12242.0,-13.0,12365.0,12379.0,-14.0,12502.0,12519.0,-17.0,2.272,2.328,-0.05600000000000005,1.66412,1.66412,0.0,0.9963369963369964,0.9891696750902527,0.007167321246743685
32,42.0,42.0,12502.0,12519.0,-17.0,12639.0,12643.0,-4.0,12804.0,12832.0,-28.0,2.192,2.112,0.08000000000000007,1.71258,1.71258,0.0,0.9072847682119205,0.792332268370607,0.1149524998413135
32,43.0,43.0,12804.0,12832.0,-28.0,12973.0,12967.0,6.0,13136.0,13171.0,-35.0,2.672,2.592,0.08000000000000007,1.65824,1.65824,0.0,0.9819277108433735,0.7964601769911505,0.18546753385222303
32,44.0,44.0,13136.0,13171.0,-35.0,13287.0,13308.0,-21.0,13461.0,13482.0,-21.0,2.512,2.728,-0.2160000000000002,1.74756,1.7164899999999998,0.031070000000000153,0.9292307692307692,0.8810289389067524,0.048201830324016814
32,45.0,45.0,13461.0,13482.0,-21.0,13621.0,13618.0,3.0,13760.0,13763.0,-3.0,2.672,2.48,0.19200000000000017,1.50872,1.50872,0.0,0.9297658862876255,0.9679715302491103,-0.03820564396148485
32,46.0,46.0,13760.0,13763.0,-3.0,13899.0,13895.0,4.0,14053.0,14063.0,-10.0,2.224,2.216,0.008000000000000007,1.39225,1.3941999999999999,-0.0019499999999998963,0.9488054607508533,0.88,0.06880546075085325
32,47.0,47.0,14053.0,14063.0,-10.0,14203.0,14204.0,-1.0,14330.0,14338.0,-8.0,2.432,2.472,-0.040000000000000036,1.6796,1.67765,0.0019499999999998963,0.9169675090252708,0.9745454545454545,-0.05757794552018369
32,48.0,48.0,14330.0,14338.0,-8.0,14465.0,14463.0,2.0,14607.0,14612.0,-5.0,2.096,2.072,0.02400000000000002,1.59421,1.60197,-0.007759999999999989,0.9747292418772563,0.9124087591240876,0.062320482753168704
32,49.0,49.0,14607.0,14612.0,-5.0,14753.0,14751.0,2.0,14902.0,14912.0,-10.0,2.304,2.304,0.0,1.6446699999999999,1.63885,0.005819999999999936,0.9898305084745763,0.9266666666666666,0.06316384180790968
32,50.0,50.0,14902.0,14912.0,-10.0,15039.0,15060.0,-21.0,15214.0,15235.0,-21.0,2.288,2.472,-0.18400000000000016,1.71072,1.71072,0.0,0.8782051282051282,0.9164086687306502,-0.038203540525521995
32,51.0,51.0,15214.0,15235.0,-21.0,15377.0,15371.0,6.0,15523.0,15530.0,-7.0,2.704,2.488,0.2160000000000002,1.5552899999999998,1.5960699999999999,-0.04078000000000004,0.9449838187702265,0.9220338983050848,0.02294992046514177
32,52.0,52.0,15523.0,15530.0,-7.0,15665.0,15665.0,0.0,15827.0,15803.0,24.0,2.304,2.352,-0.04800000000000004,1.67771,1.65246,0.025249999999999995,0.9342105263157895,0.989010989010989,-0.05480046269519956
32,53.0,53.0,15827.0,15803.0,24.0,15969.0,15999.0,-30.0,16158.0,16169.0,-11.0,2.432,2.672,-0.2400000000000002,1.74563,1.83301,-0.08738000000000001,0.8580060422960725,0.9289617486338798,-0.07095570633780734
32,54.0,54.0,16158.0,16169.0,-11.0,16305.0,16302.0,3.0,16456.0,16463.0,-7.0,2.688,2.424,0.26400000000000023,1.7378900000000002,1.7378900000000002,0.0,0.9865771812080537,0.9047619047619048,0.08181527644614894
32,55.0,55.0,16456.0,16463.0,-7.0,16605.0,16606.0,-1.0,16751.0,16761.0,-10.0,2.4,2.432,-0.03200000000000003,1.81165,1.7689300000000001,0.04271999999999987,0.9898305084745763,0.9597315436241611,0.03009896485041519
32,56.0,56.0,16751.0,16761.0,-10.0,16885.0,16903.0,-18.0,17043.0,17059.0,-16.0,2.24,2.376,-0.13599999999999968,1.74561,1.74561,0.0,0.9178082191780822,0.9530201342281879,-0.03521191505010568
32,57.0,57.0,17043.0,17059.0,-16.0,17167.0,17193.0,-26.0,17365.0,17382.0,-17.0,2.256,2.32,-0.06400000000000006,1.74559,1.7494800000000001,-0.003890000000000171,0.7701863354037267,0.8297213622291022,-0.05953502682537548
32,58.0,58.0,17365.0,17382.0,-17.0,17521.0,17516.0,5.0,17663.0,17673.0,-10.0,2.832,2.584,0.24799999999999978,1.70486,1.70486,0.0,0.9530201342281879,0.9209621993127148,0.03205793491547304
32,59.0,59.0,17663.0,17673.0,-10.0,17809.0,17814.0,-5.0,17964.0,17981.0,-17.0,2.304,2.384,-0.08000000000000007,1.69514,1.68349,0.01165000000000016,0.9700996677740864,0.9155844155844156,0.05451525218967079
32,60.0,60.0,17964.0,17981.0,-17.0,18091.0,18118.0,-27.0,18264.0,18279.0,-15.0,2.256,2.432,-0.17600000000000016,1.6446800000000001,1.6446800000000001,0.0,0.8466666666666667,0.9194630872483222,-0.07279642058165547
32,61.0,61.0,18264.0,18279.0,-15.0,18419.0,18414.0,5.0,18574.0,18592.0,-18.0,2.624,2.368,0.2560000000000002,1.47965,1.50101,-0.021360000000000046,1.0,0.8626198083067093,0.13738019169329074
32,62.0,62.0,18574.0,18592.0,-18.0,18715.0,18727.0,-12.0,18886.0,18903.0,-17.0,2.368,2.504,-0.13600000000000012,1.79611,1.7631000000000001,0.033009999999999984,0.9038461538461539,0.8681672025723473,0.0356789512738066
32,63.0,63.0,18886.0,18903.0,-17.0,19012.0,19042.0,-30.0,19216.0,19244.0,-28.0,2.376,2.52,-0.14400000000000013,1.54179,1.56704,-0.025249999999999995,0.7636363636363637,0.81524926686217,-0.05161290322580636
32,64.0,64.0,19216.0,19244.0,-28.0,19361.0,19377.0,-16.0,19517.0,19529.0,-12.0,2.792,2.68,0.11199999999999966,1.7786400000000002,1.7300900000000001,0.04855000000000009,0.9634551495016611,0.9333333333333333,0.030121816168327764
32,65.0,65.0,19517.0,19529.0,-12.0,19653.0,19663.0,-10.0,19821.0,19842.0,-21.0,2.336,2.288,0.04800000000000004,1.7010100000000001,1.7010100000000001,0.0,0.8947368421052632,0.8562300319488818,0.038506810156381355
32,66.0,66.0,19821.0,19842.0,-21.0,19983.0,19977.0,6.0,20130.0,20137.0,-7.0,2.64,2.512,0.1280000000000001,1.45433,1.45433,0.0,0.9514563106796117,0.9152542372881356,0.036202073391476075
32,67.0,67.0,20130.0,20137.0,-7.0,20275.0,20274.0,1.0,20419.0,20426.0,-7.0,2.336,2.376,-0.040000000000000036,1.58449,1.5942,-0.009710000000000107,0.9965397923875432,0.9480968858131488,0.04844290657439443
32,68.0,68.0,20419.0,20426.0,-7.0,20564.0,20565.0,-1.0,20707.0,20718.0,-11.0,2.312,2.328,-0.016000000000000014,1.6738,1.6602,0.013600000000000056,0.9930555555555556,0.952054794520548,0.041000761035007605
32,69.0,69.0,20707.0,20718.0,-11.0,20851.0,20857.0,-6.0,20998.0,21007.0,-9.0,2.296,2.336,-0.040000000000000036,1.7203899999999999,1.7203899999999999,0.0,0.9896907216494846,0.9619377162629758,0.027753005386508822
32,70.0,70.0,20998.0,21007.0,-9.0,21131.0,21147.0,-16.0,21281.0,21296.0,-15.0,2.24,2.32,-0.07999999999999963,1.6505,1.6505,0.0,0.9399293286219081,0.9688581314878892,-0.028928802865981096
32,71.0,71.0,21281.0,21296.0,-15.0,21409.0,21428.0,-19.0,21567.0,21581.0,-14.0,2.224,2.248,-0.02400000000000002,1.72428,1.72428,0.0,0.8951048951048951,0.9263157894736842,-0.0312108943687891
32,72.0,72.0,21567.0,21581.0,-14.0,21689.0,21714.0,-25.0,21892.0,21917.0,-25.0,2.24,2.288,-0.0479999999999996,1.65825,1.65825,0.0,0.7507692307692307,0.7916666666666666,-0.040897435897435885
32,73.0,73.0,21892.0,21917.0,-25.0,22047.0,22046.0,1.0,22189.0,22200.0,-11.0,2.864,2.656,0.20799999999999974,1.73009,1.73009,0.0,0.9562289562289562,0.911660777385159,0.04456817884379716
32,74.0,74.0,22189.0,22200.0,-11.0,22330.0,22341.0,-11.0,22484.0,22504.0,-20.0,2.264,2.36,-0.09600000000000009,1.76118,1.76118,0.0,0.9559322033898305,0.9276315789473684,0.028300624442462174
32,75.0,75.0,22484.0,22504.0,-20.0,22609.0,22636.0,-27.0,22811.0,22827.0,-16.0,2.232,2.36,-0.12799999999999967,1.75539,1.76898,-0.013589999999999991,0.764525993883792,0.8173374613003096,-0.052811467416517544
32,76.0,76.0,22811.0,22827.0,-16.0,22962.0,22961.0,1.0,23109.0,23119.0,-10.0,2.824,2.6,0.22399999999999975,1.6562599999999998,1.6562599999999998,0.0,0.9865771812080537,0.9178082191780822,0.06876896202997151
32,77.0,77.0,23109.0,23119.0,-10.0,23253.0,23262.0,-9.0,23388.0,23401.0,-13.0,2.328,2.408,-0.08000000000000007,1.73209,1.73209,0.0,0.967741935483871,0.9858156028368794,-0.018073667353008416
32,78.0,78.0,23388.0,23401.0,-13.0,23526.0,23528.0,-2.0,23678.0,23692.0,-14.0,2.184,2.128,0.05600000000000005,1.68541,1.68541,0.0,0.9517241379310345,0.872852233676976,0.07887190425405854
32,79.0,79.0,23678.0,23692.0,-14.0,23809.0,23834.0,-25.0,23978.0,23993.0,-15.0,2.264,2.448,-0.18400000000000016,1.5980999999999999,1.5980999999999999,0.0,0.8733333333333333,0.9435215946843853,-0.07018826135105205
32,80.0,80.0,23978.0,23993.0,-15.0,24133.0,24129.0,4.0,24292.0,24305.0,-13.0,2.592,2.36,0.2320000000000002,1.49512,1.5359,-0.04078000000000004,0.9872611464968153,0.8717948717948718,0.11546627470194348
32,81.0,81.0,24292.0,24305.0,-13.0,24443.0,24441.0,2.0,24607.0,24637.0,-30.0,2.48,2.496,-0.016000000000000014,1.7165,1.69902,0.01747999999999994,0.9587301587301588,0.8192771084337349,0.13945305029642385
32,82.0,82.0,24607.0,24637.0,-30.0,24741.0,24771.0,-30.0,24934.0,24946.0,-12.0,2.384,2.64,-0.2560000000000002,1.57479,1.6272199999999999,-0.05242999999999998,0.8195718654434251,0.8673139158576052,-0.047742050414180115
32,83.0,83.0,24934.0,24946.0,-12.0,25081.0,25082.0,-1.0,25219.0,25228.0,-9.0,2.72,2.488,0.2320000000000002,1.68346,1.6951100000000001,-0.01165000000000016,0.968421052631579,0.9645390070921985,0.00388204553938043
32,84.0,84.0,25219.0,25228.0,-9.0,25361.0,25361.0,0.0,25531.0,25561.0,-30.0,2.24,2.232,0.008000000000000007,1.73591,1.73397,0.0019400000000000528,0.9102564102564102,0.7987987987987988,0.11145761145761146
32,85.0,85.0,25531.0,25561.0,-30.0,25663.0,25693.0,-30.0,25842.0,25855.0,-13.0,2.416,2.656,-0.2400000000000002,1.60191,1.60191,0.0,0.8488745980707395,0.8979591836734694,-0.04908458560272988
32,86.0,86.0,25842.0,25855.0,-13.0,25995.0,25991.0,4.0,26140.0,26150.0,-10.0,2.656,2.384,0.27200000000000024,1.53201,1.57085,-0.038839999999999986,0.9731543624161074,0.9220338983050848,0.05112046411102267
32,87.0,87.0,26140.0,26150.0,-10.0,26288.0,26286.0,2.0,26438.0,26446.0,-8.0,2.344,2.36,-0.016000000000000014,1.7844799999999998,1.7844799999999998,0.0,0.9932885906040269,0.9189189189189189,0.074369671685108
32,88.0,88.0,26438.0,26446.0,-8.0,26579.0,26592.0,-13.0,26723.0,26736.0,-13.0,2.328,2.448,-0.1200000000000001,1.7553,1.7553,0.0,0.9894736842105263,0.993103448275862,-0.003629764065335772
32,89.0,89.0,26723.0,26736.0,-13.0,26857.0,26865.0,-8.0,27010.0,27023.0,-13.0,2.224,2.184,0.040000000000000036,1.6815600000000002,1.6815600000000002,0.0,0.9337979094076655,0.8989547038327526,0.03484320557491294
32,90.0,90.0,27010.0,27023.0,-13.0,27137.0,27162.0,-25.0,27295.0,27309.0,-14.0,2.24,2.376,-0.13599999999999968,1.58054,1.58054,0.0,0.8912280701754386,0.972027972027972,-0.08079990185253338
32,91.0,91.0,27295.0,27309.0,-14.0,27415.0,27440.0,-25.0,27577.0,27591.0,-14.0,2.224,2.224,0.0,1.6019400000000001,1.6019400000000001,0.0,0.851063829787234,0.9290780141843972,-0.07801418439716312
32,92.0,92.0,27577.0,27591.0,-14.0,27695.0,27723.0,-28.0,27898.0,27921.0,-23.0,2.24,2.264,-0.023999999999999577,1.5495,1.55339,-0.003889999999999949,0.7352024922118381,0.8,-0.06479750778816196
32,93.0,93.0,27898.0,27921.0,-23.0,28045.0,28057.0,-12.0,28198.0,28210.0,-12.0,2.8,2.672,0.12799999999999967,1.76699,1.75922,0.007770000000000055,0.98,0.9411764705882353,0.0388235294117647
32,94.0,94.0,28198.0,28210.0,-12.0,28333.0,28344.0,-11.0,28484.0,28499.0,-15.0,2.304,2.296,0.008000000000000007,1.734,1.734,0.0,0.9440559440559441,0.9273356401384083,0.01672030391753576
32,95.0,95.0,28484.0,28499.0,-15.0,28613.0,28632.0,-19.0,28778.0,28793.0,-15.0,2.24,2.304,-0.06399999999999961,1.7145400000000002,1.7145400000000002,0.0,0.8775510204081632,0.9047619047619048,-0.027210884353741527
32,96.0,96.0,28778.0,28793.0,-15.0,28897.0,28929.0,-32.0,29096.0,29111.0,-15.0,2.272,2.376,-0.10400000000000009,1.3805900000000002,1.4136000000000002,-0.033009999999999984,0.7484276729559749,0.8553459119496856,-0.10691823899371067
32,97.0,97.0,29096.0,29111.0,-15.0,29248.0,29248.0,0.0,29382.0,29391.0,-9.0,2.808,2.552,0.2559999999999998,1.6990699999999999,1.6990699999999999,0.0,0.9370629370629371,0.9785714285714285,-0.04150849150849145
32,98.0,98.0,29382.0,29391.0,-9.0,29525.0,29525.0,0.0,29659.0,29671.0,-12.0,2.216,2.216,0.0,1.58833,1.58833,0.0,0.9675090252707581,0.9571428571428572,0.010366168127900921
32,99.0,99.0,29659.0,29671.0,-12.0,29805.0,29805.0,0.0,29958.0,29972.0,-14.0,2.24,2.24,0.0,1.77285,1.77285,0.0,0.9765886287625418,0.8903654485049834,0.08622318025755837
32,100.0,100.0,29958.0,29972.0,-14.0,30089.0,30117.0,-28.0,30296.0,30320.0,-24.0,2.272,2.496,-0.2240000000000002,1.69903,1.7067999999999999,-0.007769999999999833,0.7751479289940828,0.8333333333333334,-0.05818540433925057
32,101.0,101.0,30296.0,30320.0,-24.0,30445.0,30453.0,-8.0,30610.0,30631.0,-21.0,2.848,2.688,0.1599999999999997,1.7767,1.76116,0.015539999999999887,0.9490445859872612,0.8553054662379421,0.09373911974931903
32,102.0,102.0,30610.0,30631.0,-21.0,30737.0,30766.0,-29.0,30932.0,30950.0,-18.0,2.336,2.504,-0.16800000000000015,1.6835399999999998,1.7126599999999998,-0.029120000000000035,0.7888198757763976,0.8463949843260188,-0.05757510854962122
32,103.0,103.0,30932.0,30950.0,-18.0,31077.0,31084.0,-7.0,31235.0,31249.0,-14.0,2.72,2.544,0.17600000000000016,1.8116500000000002,1.8116500000000002,0.0,0.9570957095709571,0.8963210702341137,0.06077463933684346
32,104.0,104.0,31235.0,31249.0,-14.0,31365.0,31389.0,-24.0,31550.0,31572.0,-22.0,2.304,2.44,-0.13600000000000012,1.7864,1.7864,0.0,0.8253968253968254,0.8668730650154799,-0.04147623961865454
32,105.0,105.0,31550.0,31572.0,-22.0,31713.0,31708.0,5.0,31873.0,31890.0,-17.0,2.784,2.552,0.23199999999999976,1.5728600000000001,1.58451,-0.011649999999999938,0.9907120743034056,0.8553459119496856,0.13536616235372
32,106.0,106.0,31873.0,31890.0,-17.0,32025.0,32026.0,-1.0,32169.0,32180.0,-11.0,2.496,2.544,-0.04800000000000004,1.74171,1.72618,0.015530000000000044,0.972972972972973,0.9379310344827586,0.03504193849021442
32,107.0,107.0,32169.0,32180.0,-11.0,32309.0,32318.0,-9.0,32458.0,32472.0,-14.0,2.272,2.336,-0.06400000000000006,1.75536,1.75536,0.0,0.9688581314878892,0.9452054794520548,0.023652652035834443
32,108.0,108.0,32458.0,32472.0,-14.0,32589.0,32606.0,-17.0,32743.0,32757.0,-14.0,2.24,2.304,-0.06399999999999961,1.72815,1.72815,0.0,0.9192982456140351,0.9403508771929825,-0.021052631578947434
32,109.0,109.0,32743.0,32757.0,-14.0,32869.0,32889.0,-20.0,33071.0,33093.0,-22.0,2.24,2.264,-0.023999999999999577,1.69904,1.69904,0.0,0.7682926829268293,0.7857142857142857,-0.017421602787456414
32,110.0,110.0,33071.0,33093.0,-22.0,33225.0,33224.0,1.0,33387.0,33411.0,-24.0,2.848,2.68,0.1679999999999997,1.69123,1.69123,0.0,0.9746835443037974,0.8238993710691824,0.15078417323461502
32,111.0,111.0,33387.0,33411.0,-24.0,33521.0,33549.0,-28.0,33725.0,33750.0,-25.0,2.368,2.6,-0.2320000000000002,1.6038299999999999,1.62714,-0.023310000000000164,0.7928994082840237,0.8141592920353982,-0.021259883751374442
32,112.0,112.0,33725.0,33750.0,-25.0,33881.0,33883.0,-2.0,34027.0,34040.0,-13.0,2.88,2.672,0.20799999999999974,1.68734,1.6834500000000001,0.003889999999999949,0.9668874172185431,0.9172413793103449,0.049646037908198215
32,113.0,113.0,34027.0,34040.0,-13.0,34165.0,34177.0,-12.0,34326.0,34343.0,-17.0,2.272,2.352,-0.08000000000000007,1.7301,1.7301,0.0,0.9230769230769231,0.9042904290429042,0.018786494034018886
32,114.0,114.0,34326.0,34343.0,-17.0,34449.0,34479.0,-30.0,34656.0,34680.0,-24.0,2.272,2.416,-0.14400000000000013,1.62523,1.64659,-0.021360000000000046,0.7454545454545455,0.8071216617210683,-0.06166711626652277
32,115.0,115.0,34656.0,34680.0,-24.0,34805.0,34810.0,-5.0,34978.0,35023.0,-45.0,2.848,2.648,0.19999999999999973,1.7902900000000002,1.81941,-0.029119999999999813,0.9254658385093167,0.7580174927113703,0.16744834579794643
32,116.0,116.0,34978.0,35023.0,-45.0,35147.0,35142.0,5.0,35303.0,35311.0,-8.0,2.736,2.656,0.08000000000000007,1.7184499999999998,1.7184499999999998,0.0,0.96,0.8263888888888888,0.13361111111111112
32,117.0,117.0,35303.0,35311.0,-8.0,35455.0,35455.0,0.0,35599.0,35609.0,-10.0,2.464,2.504,-0.040000000000000036,1.71652,1.71652,0.0,0.972972972972973,0.9664429530201343,0.00653001995283875
32,118.0,118.0,35599.0,35609.0,-10.0,35737.0,35750.0,-13.0,35889.0,35902.0,-13.0,2.256,2.36,-0.10400000000000009,1.75144,1.75144,0.0,0.9517241379310345,0.962457337883959,-0.010733199952924544
32,119.0,119.0,35889.0,35902.0,-13.0,36017.0,36036.0,-19.0,36203.0,36230.0,-27.0,2.24,2.288,-0.0479999999999996,1.6854,1.6854,0.0,0.8152866242038217,0.8170731707317074,-0.0017865465278856796
32,120.0,120.0,36203.0,36230.0,-27.0,36363.0,36361.0,2.0,36511.0,36522.0,-11.0,2.768,2.6,0.1679999999999997,1.77278,1.77278,0.0,0.961038961038961,0.8972602739726028,0.06377868706635825
32,121.0,121.0,36511.0,36522.0,-11.0,36657.0,36660.0,-3.0,36793.0,36803.0,-10.0,2.352,2.392,-0.040000000000000036,1.7398,1.72815,0.011649999999999938,0.9645390070921985,0.9822064056939501,-0.017667398601751594
32,122.0,122.0,36793.0,36803.0,-10.0,36935.0,36936.0,-1.0,37079.0,37088.0,-9.0,2.224,2.208,0.016000000000000014,1.77285,1.77285,0.0,0.993006993006993,0.9333333333333333,0.059673659673659674
32,123.0,123.0,37079.0,37088.0,-9.0,37217.0,37227.0,-10.0,37363.0,37375.0,-12.0,2.256,2.328,-0.07200000000000006,1.70678,1.70678,0.0,0.971830985915493,0.9686411149825784,0.0031898709329145625
32,124.0,124.0,37363.0,37375.0,-12.0,37497.0,37508.0,-11.0,37649.0,37661.0,-12.0,2.24,2.248,-0.008000000000000007,1.71264,1.71264,0.0,0.9370629370629371,0.9300699300699301,0.006993006993006978
32,125.0,125.0,37649.0,37661.0,-12.0,37777.0,37798.0,-21.0,37961.0,37980.0,-19.0,2.24,2.32,-0.07999999999999963,1.66798,1.66798,0.0,0.8205128205128205,0.8589341692789969,-0.03842134876617642
32,126.0,126.0,37961.0,37980.0,-19.0,38115.0,38114.0,1.0,38260.0,38268.0,-8.0,2.704,2.528,0.17600000000000016,1.65631,1.66408,-0.007770000000000055,0.9698996655518395,0.9305555555555556,0.039344109996283905
32,127.0,127.0,38260.0,38268.0,-8.0,38404.0,38405.0,-1.0,38548.0,38560.0,-12.0,2.312,2.328,-0.016000000000000014,1.7048800000000002,1.7029400000000001,0.0019400000000000528,1.0,0.9383561643835616,0.06164383561643838
32,128.0,128.0,38548.0,38560.0,-12.0,38689.0,38698.0,-9.0,38884.0,38916.0,-32.0,2.28,2.344,-0.06400000000000006,1.7631000000000001,1.7631000000000001,0.0,0.8392857142857143,0.7752808988764045,0.0640048154093098
32,129.0,129.0,38884.0,38916.0,-32.0,39043.0,39043.0,0.0,39197.0,39208.0,-11.0,2.832,2.76,0.07200000000000006,1.7805900000000001,1.7805900000000001,0.0,0.9840255591054313,0.8698630136986302,0.11416254540680115
32,130.0,130.0,39197.0,39208.0,-11.0,39337.0,39351.0,-14.0,39521.0,39551.0,-30.0,2.352,2.464,-0.1120000000000001,1.7591999999999999,1.7591999999999999,0.0,0.8641975308641976,0.8338192419825072,0.030378288881690363
32,131.0,131.0,39521.0,39551.0,-30.0,39683.0,39680.0,3.0,39842.0,39859.0,-17.0,2.768,2.632,0.13599999999999968,1.72624,1.72624,0.0,0.9906542056074766,0.8376623376623377,0.15299186794513897
32,132.0,132.0,39842.0,39859.0,-17.0,39985.0,40002.0,-17.0,40134.0,40146.0,-12.0,2.416,2.576,-0.16000000000000014,1.76699,1.76699,0.0,0.9794520547945206,0.9965156794425087,-0.017063624647988163
