featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
143,138,48326.0,48266,60.0,48429.0,48425,4.0,48685.0,48627,58.0,2.904,2.976,-0.07200000000000006,0.89345,0.89834,-0.004890000000000061,0.5738161559888579,0.880886427,-0.30707027101114204
144,139,48685.0,48627,58.0,48797.0,48777,20.0,49035.0,48985,50.0,2.944,2.816,0.1280000000000001,0.89834,0.88074,0.01760000000000006,0.64,0.837988827,-0.19798882699999998
145,140,49035.0,48985,50.0,49149.0,49134,15.0,49389.0,49342,47.0,2.816,2.856,-0.040000000000000036,0.912023,0.912023,0.0,0.6440677966101696,0.834733894,-0.19066609738983042
146,141,49389.0,49342,47.0,49501.0,49495,6.0,49763.0,49703,60.0,2.816,2.888,-0.07200000000000006,0.89541,0.89541,0.0,0.5989304812834224,0.847645429,-0.24871494771657754
147,142,49763.0,49703,60.0,49858.0,49854,4.0,50111.0,50054,57.0,2.856,2.872,-0.016000000000000014,0.918866,0.918866,0.0,0.5459770114942528,0.86039886,-0.31442184850574717
148,143,50111.0,50054,57.0,50217.0,50200,17.0,50450.0,50398,52.0,2.872,2.768,0.10400000000000009,0.924731,0.913978,0.010753000000000013,0.6253687315634218,0.848837209,-0.22346847743657827
149,144,50450.0,50398,52.0,50558.0,50544,14.0,50793.0,50746,47.0,2.728,2.752,-0.023999999999999577,0.913001,0.924731,-0.011730000000000018,0.629737609329446,0.83908046,-0.20934285067055403
150,145,50793.0,50746,47.0,50908.0,50899,9.0,51156.0,51098,58.0,2.8,2.84,-0.040000000000000036,0.926686,0.926686,0.0,0.6336088154269972,0.869318182,-0.2357093665730028
151,146,51156.0,51098,58.0,51265.0,51258,7.0,51524.0,51465,59.0,2.856,2.872,-0.016000000000000014,0.901271,0.906158,-0.004886999999999975,0.5923913043478262,0.871934605,-0.2795433006521738
152,147,51524.0,51465,59.0,51630.0,51621,9.0,51874.0,51822,52.0,2.92,2.904,0.016000000000000014,0.88563,0.89247,-0.006839999999999957,0.6057142857142856,0.87394958,-0.26823529428571435
153,148,51874.0,51822,52.0,51973.0,51973,0.0,52245.0,52184,61.0,2.744,2.816,-0.07199999999999962,0.912023,0.912023,0.0,0.5336927223719676,0.834254144,-0.30056142162803234
154,149,52245.0,52184,61.0,52350.0,52338,12.0,52585.0,52533,52.0,3.016,2.92,0.09600000000000009,0.928641,0.87781,0.05083100000000007,0.6176470588235294,0.88252149,-0.2648744311764706
155,150,52585.0,52533,52.0,52683.0,52669,14.0,52911.0,52861,50.0,2.664,2.648,0.016000000000000014,0.947214,0.928641,0.01857299999999995,0.6012269938650308,0.829268293,-0.2280412991349693
156,151,52911.0,52861,50.0,53013.0,52992,21.0,53235.0,53184,51.0,2.64,2.584,0.05600000000000005,0.923754,0.947214,-0.023460000000000036,0.6296296296296297,0.811145511,-0.18151588137037034
157,152,53235.0,53184,51.0,53339.0,53320,19.0,53576.0,53521,55.0,2.608,2.624,-0.016000000000000014,0.909091,0.923754,-0.014662999999999982,0.6099706744868035,0.807121662,-0.19715098751319649
158,153,53576.0,53521,55.0,53679.0,53663,16.0,53918.0,53871,47.0,2.72,2.744,-0.02400000000000002,0.926686,0.909091,0.017595000000000027,0.6023391812865497,0.811428571,-0.20908938971345026
159,154,53918.0,53871,47.0,54025.0,54018,7.0,54294.0,54236,58.0,2.768,2.84,-0.07200000000000006,0.921799,0.926686,-0.004886999999999975,0.5691489361702128,0.805479452,-0.23633051582978726
160,155,54294.0,54236,58.0,54391.0,54386,5.0,54655.0,54599,56.0,2.928,2.944,-0.016000000000000014,0.89736,0.89443,0.002930000000000099,0.5373961218836565,0.826446281,-0.28905015911634346
161,156,54655.0,54599,56.0,54754.0,54749,5.0,55001.0,54957,44.0,2.904,2.904,0.0,0.920821,0.916911,0.003909999999999969,0.5722543352601156,0.837988827,-0.2657344917398844
162,157,55001.0,54957,44.0,55109.0,55102,7.0,55363.0,55311,52.0,2.84,2.824,0.016000000000000014,0.923754,0.923754,0.0,0.5966850828729282,0.81920904,-0.22252395712707185
163,158,55363.0,55311,52.0,55468.0,55462,6.0,55718.0,55666,52.0,2.872,2.88,-0.008000000000000007,0.918866,0.918866,0.0,0.5915492957746479,0.850704225,-0.2591549292253521
164,159,55718.0,55666,52.0,55818.0,55806,12.0,56068.0,56016,52.0,2.8,2.752,0.04800000000000004,0.89932,0.89052,0.00880000000000003,0.5714285714285714,0.8,-0.22857142857142865
165,160,56068.0,56016,52.0,56175.0,56155,20.0,56404.0,56356,48.0,2.856,2.792,0.06400000000000006,0.906158,0.89932,0.006838000000000011,0.6369047619047619,0.817647059,-0.18074229709523815
166,161,56404.0,56356,48.0,56516.0,56503,13.0,56756.0,56709,47.0,2.728,2.784,-0.055999999999999606,0.915934,0.915934,0.0,0.6363636363636364,0.83286119,-0.19649755363636368
167,162,56756.0,56709,47.0,56870.0,56862,8.0,57138.0,57078,60.0,2.832,2.872,-0.040000000000000036,0.900293,0.900293,0.0,0.5968586387434556,0.829268293,-0.23240965425654447
168,163,57138.0,57078,60.0,57244.0,57236,8.0,57527.0,57464,63.0,2.992,2.992,0.0,0.905181,0.905181,0.0,0.544987146529563,0.81865285,-0.27366570347043695
169,164,57527.0,57464,63.0,57629.0,57623,6.0,57886.0,57836,50.0,3.08,3.096,-0.016000000000000014,0.901271,0.88368,0.017591000000000023,0.5682451253481895,0.85483871,-0.2865935846518105
170,165,57886.0,57836,50.0,58000.0,57982,18.0,58233.0,58187,46.0,2.968,2.872,0.09600000000000009,0.915934,0.915934,0.0,0.6570605187319885,0.831908832,-0.17484831326801153
171,166,58233.0,58187,46.0,58347.0,58340,7.0,58616.0,58551,65.0,2.776,2.864,-0.08800000000000008,0.902248,0.911046,-0.008797999999999973,0.5953002610966057,0.840659341,-0.24535907990339423
172,167,58616.0,58551,65.0,58727.0,58706,21.0,58968.0,58918,50.0,3.04,2.928,0.1120000000000001,0.904203,0.88856,0.015642999999999962,0.6306818181818181,0.844686649,-0.2140048308181819
173,168,58968.0,58918,50.0,59083.0,59071,12.0,59318.0,59274,44.0,2.848,2.92,-0.07200000000000006,0.914956,0.914956,0.0,0.6571428571428571,0.859550562,-0.20240770485714288
174,169,59318.0,59274,44.0,59433.0,59428,5.0,59699.0,59633,66.0,2.8,2.856,-0.05600000000000005,0.903226,0.903226,0.0,0.6036745406824147,0.857938719,-0.2542641783175853
