subject,matched_objects_absolute,featuregraph_only_objects_absolute,llm_only_objects_absolute,featuregraph_complete_objects_absolute,llm_complete_objects_absolute,featuregraph_matched_fraction_absolute,llm_matched_fraction_absolute,median_absolute_start_index_error_absolute,maximum_absolute_start_index_error_absolute,median_absolute_peak_index_error_absolute,maximum_absolute_peak_index_error_absolute,median_absolute_end_index_error_absolute,maximum_absolute_end_index_error_absolute,median_absolute_period_seconds_error_absolute,maximum_absolute_period_seconds_error_absolute,median_absolute_full_excursion_error_absolute,maximum_absolute_full_excursion_error_absolute,median_absolute_temporal_symmetry_error_absolute,maximum_absolute_temporal_symmetry_error_absolute,featuregraph_mean_period_seconds_absolute,llm_mean_period_seconds_absolute,featuregraph_mean_full_excursion_absolute,llm_mean_full_excursion_absolute,featuregraph_mean_temporal_symmetry_absolute,llm_mean_temporal_symmetry_absolute,samples_absolute,featuregraph_detected_peaks_absolute,llm_detected_peaks_absolute,featuregraph_partial_objects_absolute,llm_partial_objects_absolute,median_signed_start_index_difference_absolute,median_signed_peak_index_difference_absolute,median_signed_end_index_difference_absolute,median_signed_period_seconds_difference_absolute,median_signed_full_excursion_difference_absolute,median_signed_temporal_symmetry_difference_absolute,featuregraph_only_excluded_by_both_annotators_absolute,matched_objects_mad,featuregraph_only_objects_mad,llm_only_objects_mad,featuregraph_complete_objects_mad,llm_complete_objects_mad,featuregraph_matched_fraction_mad,llm_matched_fraction_mad,median_absolute_start_index_error_mad,maximum_absolute_start_index_error_mad,median_absolute_peak_index_error_mad,maximum_absolute_peak_index_error_mad,median_absolute_end_index_error_mad,maximum_absolute_end_index_error_mad,median_absolute_period_seconds_error_mad,maximum_absolute_period_seconds_error_mad,median_absolute_full_excursion_error_mad,maximum_absolute_full_excursion_error_mad,median_absolute_temporal_symmetry_error_mad,maximum_absolute_temporal_symmetry_error_mad,featuregraph_mean_period_seconds_mad,llm_mean_period_seconds_mad,featuregraph_mean_full_excursion_mad,llm_mean_full_excursion_mad,featuregraph_mean_temporal_symmetry_mad,llm_mean_temporal_symmetry_mad,featuregraph_scaling,samples_mad,featuregraph_detected_peaks_mad,llm_detected_peaks_mad,featuregraph_partial_objects_mad,llm_partial_objects_mad,median_signed_start_index_difference_mad,median_signed_peak_index_difference_mad,median_signed_end_index_difference_mad,median_signed_period_seconds_difference_mad,median_signed_full_excursion_difference_mad,median_signed_temporal_symmetry_difference_mad,featuregraph_only_excluded_by_both_annotators_mad,delta_featuregraph_complete_objects,delta_matched_objects,delta_featuregraph_only_objects,delta_llm_only_objects,delta_featuregraph_matched_fraction,delta_llm_matched_fraction
26.0,107.0,51.0,29.0,158.0,136.0,0.6772151898734177,0.7867647058823529,44.0,198.0,8.0,62.0,41.0,675.0,0.088,6.68,0.0,0.3577699999999999,0.2142427109314525,0.7050816696914701,3.244710280373832,3.371094339622642,0.8562684614953272,0.8692776990654205,0.4136184442187655,0.6643250892150069,60001.0,159.0,143.0,2.0,1.0,44.0,-7.0,41.0,0.0,0.0,-0.212945563012677,32.0,124.0,46.0,12.0,170.0,136.0,0.7294117647058823,0.9117647058823528,33.0,536.0,6.0,61.0,31.0,536.0,0.088,4.016,1.1102230246251563e-16,0.3919800000000001,0.1464480571293018,0.6363187762151492,3.001821138211383,3.4018861788617887,0.8294233417741935,0.8525526104838711,0.5460052577513749,0.6751914469659731,mad,60001,171,143,2,1,33.0,-2.5,29.0,-0.024,-1.1102230246251563e-16,-0.1220211277684714,31,12.0,17.0,-5.0,-17.0,0.05219657483246465,0.12499999999999989
27.0,7.0,31.0,79.0,38.0,86.0,0.1842105263157894,0.0813953488372093,79.0,574.0,29.0,54.0,109.0,895.0,1.584,70.408,0.0368999999999999,0.4776660000000001,0.2880491308008518,0.7263126000952257,12.862857142857145,3.8537142857142856,1.2976424285714288,1.4466020000000002,0.4826601650432672,0.6782565131801144,60001.0,39.0,90.0,2.0,1.0,79.0,-4.0,34.0,-0.3919999999999999,-0.0368999999999999,-0.1774293890755257,28.0,86.0,475.0,0.0,561.0,86.0,0.1532976827094474,1.0,425.0,598.0,13.5,50.0,108.5,459.0,4.952,7.192,0.1291199999999999,0.4776659999999999,0.3541951084328495,0.879241099289999,0.6730232558139534,5.447255813953489,0.2508694534883721,0.3869718255813953,0.3883345919914447,0.6902341575227009,mad,60001,562,90,2,1,425.0,-1.0,-108.5,-4.952,-0.1291199999999999,-0.3508662899727772,397,523.0,79.0,444.0,-79.0,-0.030912843606342,0.9186046511627907
28.0,136.0,22.0,6.0,158.0,142.0,0.8607594936708861,0.9577464788732394,97.0,224.0,29.0,63.0,93.0,207.0,0.08,2.992,0.0,0.174,0.4169397827608455,0.6397674418604651,3.117647058823529,3.2879411764705884,0.9925894852941176,0.9949973529411764,0.4774343976220008,0.8653819161742701,60001.0,158.0,146.0,2.0,1.0,97.0,-29.0,93.0,-0.008,0.0,-0.4169397827608455,12.0,139.0,22.0,3.0,161.0,142.0,0.8633540372670807,0.9788732394366196,89.0,217.0,23.0,60.0,83.0,200.0,0.0959999999999996,2.952,0.0,0.1730199999999999,0.3486380748505204,0.7214838615452023,3.0652086330935253,3.29294964028777,0.9933472014388488,0.9951053237410072,0.5548520567418118,0.8645144974635627,mad,60001,161,146,2,1,89.0,-23.0,82.0,-0.016,0.0,-0.3486380748505204,15,3.0,3.0,0.0,-3.0,0.0025945435961945984,0.021126760563380254
29.0,55.0,39.0,93.0,94.0,148.0,0.5851063829787234,0.3716216216216216,128.0,270.0,34.0,61.0,138.0,2844.0,0.5680000000000001,15.983999999999998,0.0078199999999999,0.16813,0.7348943636348936,0.964205760070023,4.536581818181818,2.997090909090909,0.4095261999999999,0.4025058727272727,0.1367378785980103,0.8458111790969767,60001.0,95.0,150.0,2.0,1.0,128.0,-34.0,138.0,0.2479999999999997,0.0,-0.7348943636348936,19.0,131.0,102.0,17.0,233.0,148.0,0.5622317596566524,0.8851351351351351,44.0,460.0,20.0,62.0,27.0,221.0,0.544,4.784,5.551115123125783e-17,0.2678400000000001,0.1800095604470648,0.7884255930984903,2.121587786259542,3.15163358778626,0.3542340152671755,0.3735529847328244,0.6513536479049976,0.8277331854496911,mad,60001,234,150,2,1,44.0,-16.0,25.0,-0.3039999999999998,-5.551115123125783e-17,-0.1630307295331926,78,139.0,76.0,63.0,-76.0,-0.02287462332207102,0.5135135135135135
30.0,145.0,35.0,1.0,180.0,146.0,0.8055555555555556,0.9931506849315068,108.0,320.0,15.0,33.0,72.0,330.0,0.056,3.248,0.0077279999999999,0.2921156,0.2942105263157895,0.6003720319509793,2.7836689655172413,3.188855172413793,1.279418976551724,1.2959409048275865,0.5392475525076853,0.8422403436713621,60001.0,180.0,151.0,2.0,0.0,108.0,14.0,72.0,-0.024,0.0,-0.2942105263157895,32.0,145.0,26.0,1.0,171.0,146.0,0.847953216374269,0.9931506849315068,109.0,321.0,14.0,35.0,74.0,332.0,0.056,3.24,0.0077279999999999,0.2921156,0.3146681334800146,0.608064339643287,2.906703448275862,3.188855172413793,1.2791631834482755,1.2959409048275865,0.5187614128656572,0.8422403436713621,mad,60001,171,151,2,0,109.0,13.0,74.0,-0.008,-2.220446049250313e-16,-0.3146681334800146,23,-9.0,0.0,-9.0,0.0,0.042397660818713434,0.0
31.0,138.0,195.0,0.0,333.0,138.0,0.4144144144144144,1.0,156.0,385.0,11.0,29.0,54.0,252.0,2.048,3.864,0.0097714999999999,0.3655889999999999,0.293464571384724,0.9271328246228664,1.3038260869565217,3.2644637681159425,0.8729583650724638,0.890178325942029,0.5500422022908658,0.8389885955728305,60001.0,333.0,151.0,2.0,0.0,156.0,6.0,50.0,-2.048,0.0,-0.293464571384724,183.0,138.0,211.0,0.0,349.0,138.0,0.3954154727793696,1.0,145.5,384.0,11.0,31.0,44.5,300.0,2.02,3.888,0.009775,0.3587540000000001,0.2207883741554534,0.7099879470949305,1.2292753623188404,3.2644637681159425,0.8686657708695652,0.890178325942029,0.6222983085314234,0.8389885955728305,mad,60001,349,151,2,0,145.5,7.0,40.5,-2.02,-0.0004885,-0.2133007598158782,197,16.0,0.0,16.0,0.0,-0.018998941635044786,0.0
32.0,196.0,204.0,0.0,400.0,196.0,0.49,1.0,77.5,127.0,11.0,22.0,19.0,74.0,1.472,1.968,0.019415,0.18835,0.2500380054087095,0.4201278263723956,1.0346938775510204,2.4337142857142857,1.6382962551020408,1.6771910714285716,0.6758314398549856,0.9025616805539748,60001.0,400.0,197.0,2.0,0.0,77.5,11.0,-4.0,-1.472,-0.0048549999999999,-0.2500380054087095,203.0,196.0,140.0,0.0,336.0,196.0,0.5833333333333334,1.0,81.5,131.0,7.0,17.0,31.5,83.0,1.452,2.0,2.220446049250313e-16,0.0737899999999998,0.3878449257385594,0.5838155225792676,1.3401632653061224,2.4337142857142857,1.673624642857143,1.6771910714285716,0.5134786683671072,0.9025616805539748,mad,60001,336,197,2,0,81.5,7.0,31.0,-1.452,0.0,-0.3878449257385594,139,-64.0,0.0,-64.0,0.0,0.09333333333333338,0.0
33.0,101.0,109.0,12.0,210.0,113.0,0.4809523809523809,0.8938053097345132,230.0,418.0,6.0,57.0,84.0,361.0,3.112,6.24,0.0,0.79472,0.421850613154961,0.8499783205665559,1.4152079207920794,4.163247524752475,0.9388132403960396,0.9666579344554456,0.2943543845050289,0.7122281556508436,60001.0,211.0,114.0,2.0,0.0,230.0,0.0,83.0,-3.112,0.0,-0.421850613154961,98.0,109.0,126.0,4.0,235.0,113.0,0.4638297872340425,0.9646017699115044,228.0,414.0,7.0,48.0,73.0,363.0,3.1759999999999997,6.24,0.0,0.30792,0.3802021771653868,0.8017752032140522,1.3569908256880734,4.213284403669725,0.9527294704587156,0.9685669759633028,0.3437693773482234,0.7115422262052197,mad,60001,236,114,2,0,228.0,4.0,72.0,-3.1759999999999997,0.0,-0.379957088283008,116,25.0,8.0,17.0,-8.0,-0.017122593718338408,0.07079646017699115
34.0,136.0,16.0,0.0,152.0,136.0,0.8947368421052632,1.0,194.0,324.0,18.0,32.0,193.0,313.0,0.0239999999999998,3.832,0.007435,1.03347,0.1589001714430081,0.7073868235040198,3.3021764705882357,3.4072941176470586,1.0497763970588234,1.073995588235294,0.5139864058510282,0.6817245011479245,60001.0,153.0,142.0,2.0,1.0,194.0,18.0,193.0,0.0,0.0,-0.1488400674260128,11.0,136.0,21.0,0.0,157.0,136.0,0.8662420382165605,1.0,188.5,321.0,21.0,31.0,186.0,310.0,0.016,4.048,0.007435,1.0334699999999997,0.1144399894314356,0.6516767313375306,3.277705882352941,3.4072941176470586,1.0498857352941178,1.073995588235294,0.5704130419228038,0.6817245011479245,mad,60001,158,142,2,1,188.5,21.0,186.0,0.0,0.0,-0.1058769959509891,16,5.0,0.0,5.0,0.0,-0.028494803888702624,0.0
36.0,147.0,74.0,0.0,221.0,147.0,0.665158371040724,1.0,140.0,311.0,30.0,60.0,97.0,247.0,0.6200000000000001,3.344,0.00777,0.3067999999999999,0.6103578210301448,0.9779143897996356,1.9059591836734688,3.2481095890410963,0.8191004612244898,0.8287031360544218,0.2956148209745775,0.8995905964959232,60001.0,222.0,147.0,2.0,0.0,140.0,-16.0,96.0,-0.6200000000000001,0.0,-0.6103578210301448,69.0,147.0,181.0,0.0,328.0,147.0,0.4481707317073171,1.0,148.0,302.0,28.0,55.0,53.0,251.0,2.292,4.032,0.0116499999999999,0.316497,0.4536476784650595,0.945518927577776,1.2223673469387757,3.2481095890410963,0.7868304897959183,0.8287031360544218,0.4753617172582809,0.8995905964959232,mad,60001,329,147,2,0,148.0,7.0,42.0,-2.292,0.0,-0.4536476784650595,148,107.0,0.0,107.0,0.0,-0.21698763933340687,0.0
37.0,146.0,35.0,3.0,181.0,149.0,0.8066298342541437,0.9798657718120806,46.0,289.0,9.0,62.0,45.0,257.0,0.1119999999999996,3.3599999999999994,0.027675,1.06401,0.2228766196729057,0.7215996484289167,2.79972602739726,3.143616438356164,1.0320348232876713,1.0744786520547944,0.5175793330218154,0.7732188451815036,60001.0,182.0,153.0,2.0,1.0,46.0,-1.0,43.0,-0.012,0.0,-0.2213744031696531,27.0,146.0,37.0,3.0,183.0,149.0,0.7978142076502732,0.9798657718120806,44.0,288.0,9.0,59.0,44.0,228.0,0.104,3.3599999999999994,0.027675,1.0775401000000002,0.2008249261743369,0.8207875457875458,2.822410958904109,3.143616438356164,1.029928643150685,1.0744786520547944,0.5406672171504291,0.7732188451815036,mad,60001,184,153,2,1,44.0,0.5,42.0,-0.02,0.0,-0.1996142908018923,27,2.0,0.0,2.0,0.0,-0.008815626603870474,0.0
38.0,123.0,50.0,7.0,173.0,130.0,0.7109826589595376,0.946153846153846,73.0,447.0,30.0,47.0,72.0,575.0,0.056,4.344,0.0,0.37341,0.4577018867577727,0.8206090947017105,3.109573770491803,3.568262295081967,0.9473092341463416,0.9595480650406504,0.3142475922531539,0.7750386949331931,60001.0,174.0,135.0,2.0,1.0,73.0,-29.0,72.0,-0.016,0.0,-0.4577018867577727,43.0,125.0,74.0,5.0,199.0,130.0,0.628140703517588,0.9615384615384616,66.0,330.0,26.0,51.0,67.0,340.0,0.0879999999999999,4.144,0.0,0.8416400000000002,0.3935004609602155,0.7339246119733924,2.8551612903225805,3.5520645161290325,0.9097319824,0.951327224,0.4262434242073646,0.7741473367715334,mad,60001,199,135,2,1,66.0,-26.0,64.0,-0.036,0.0,-0.3905913077841636,62,26.0,2.0,24.0,-2.0,-0.08284195544194961,0.015384615384615552
40.0,120.0,46.0,5.0,166.0,125.0,0.7228915662650602,0.96,62.0,327.0,13.0,56.0,61.5,744.0,0.1,3.640000000000001,0.0001221599999999,0.287562,0.3353287270355342,0.8385563144502477,3.240933333333333,3.5456,0.9130914895,0.9402964036666668,0.4396593777140056,0.7905728649218439,60001.0,167.0,144.0,2.0,0.0,62.0,-11.0,59.0,-0.024,0.0,-0.3353287270355342,28.0,122.0,55.0,3.0,177.0,125.0,0.6892655367231638,0.976,55.5,321.0,11.0,54.0,55.0,740.0,0.1080000000000001,4.056,0.0001221600000002,0.287562,0.2868466523901787,0.8153323047031259,3.100327868852459,3.517770491803278,0.9090510634426232,0.934906820327869,0.4952702758515158,0.791945994792657,mad,60001,178,144,2,0,55.5,-6.5,50.5,-0.032,2.220446049250313e-16,-0.2865257814040274,38,11.0,2.0,9.0,-2.0,-0.03362602954189642,0.016000000000000014
41.0,110.0,18.0,1.0,128.0,111.0,0.859375,0.990990990990991,82.5,377.0,11.0,53.0,72.0,377.0,0.0799999999999998,4.28,0.0122249999999999,0.40098,0.3057024153945754,0.8660633982489307,3.9415999999999993,4.26210909090909,1.4267633636363637,1.4431225,0.5430502831493417,0.8552755818872914,60001.0,128.0,113.0,2.0,1.0,82.5,9.0,72.0,-0.012,0.0,-0.3057024153945754,16.0,110.0,16.0,1.0,126.0,111.0,0.873015873015873,0.990990990990991,84.0,379.0,10.0,55.0,76.5,379.0,0.0919999999999996,4.344,0.0146699999999997,0.4009800000000001,0.3295433785144229,0.765424177020747,3.958618181818182,4.26210909090909,1.4270079090909094,1.4431225,0.5199360997664868,0.8552755818872914,mad,60001,126,113,2,1,84.0,6.5,75.0,-0.016,0.0,-0.3295433785144229,14,-2.0,0.0,-2.0,0.0,0.013640873015873023,0.0
42.0,137.0,11.0,0.0,148.0,137.0,0.9256756756756755,1.0,157.0,245.0,6.0,16.0,153.0,219.0,0.04,3.264,0.0,0.0119716399999999,0.316077441077441,0.6167889618368851,3.272408759124088,3.472408759124088,1.0004012557664237,1.0004886400000002,0.4844726343846769,0.8221669081707408,60001.0,148.0,138.0,2.0,0.0,157.0,-6.0,153.0,0.0,0.0,-0.316077441077441,10.0,137.0,10.0,0.0,147.0,137.0,0.9319727891156464,1.0,141.0,211.0,5.0,20.0,138.0,211.0,0.048,2.896,0.0,0.0119716399999998,0.2528740979373949,0.5648526656446943,3.315328467153285,3.472408759124088,1.0004012557664237,1.0004886400000002,0.5570403044278422,0.8221669081707408,mad,60001,147,138,2,0,141.0,-3.0,138.0,0.0,0.0,-0.2528740979373949,9,-1.0,0.0,-1.0,0.0,0.006297113439970858,0.0
43.0,139.0,32.0,0.0,171.0,139.0,0.8128654970760234,1.0,108.0,351.0,13.0,57.0,103.0,202.0,0.1199999999999996,3.912,0.0078199999999999,0.875854,0.2880380923340351,0.9394820634654628,2.784,3.42146762589928,0.9126703028776978,0.9232049575539566,0.5077545972045403,0.8518523068273433,60001.0,172.0,140.0,2.0,0.0,108.0,-11.0,101.0,-0.064,0.0,-0.2880380923340351,30.0,139.0,35.0,0.0,174.0,139.0,0.7988505747126436,1.0,105.0,347.0,12.0,55.0,98.0,198.0,0.1279999999999996,3.584,0.0078199999999999,0.2707739999999999,0.2422534334028838,0.8502713585434174,2.828086330935252,3.42146762589928,0.9141963244604316,0.9232049575539566,0.5626541121239911,0.8518523068273433,mad,60001,175,140,2,0,105.0,-5.0,95.0,-0.056,0.0,-0.2422534334028838,31,3.0,0.0,3.0,0.0,-0.014014922363379756,0.0
44.0,97.0,192.0,35.0,289.0,132.0,0.3356401384083045,0.7348484848484849,213.0,335.0,34.0,63.0,36.0,467.0,2.376,3.912,0.0,0.1910579999999999,0.3288702348329806,0.8057117325092155,1.2704329896907218,3.547793814432989,0.8036548795876289,0.8203215096907217,0.3391003975052966,0.6836639800338327,60001.0,289.0,133.0,2.0,0.0,213.0,-34.0,36.0,-2.376,0.0,-0.3288702348329806,169.0,123.0,213.0,9.0,336.0,132.0,0.3660714285714285,0.9318181818181818,174.0,357.0,19.0,59.0,18.0,138.0,2.3600000000000003,3.896,1.1102230246251563e-16,0.427559,0.2458418774208248,0.6298563760336573,1.2334308943089431,3.595317073170732,0.7640506307317074,0.7944177089430896,0.6398997753226036,0.6750727544365223,mad,60001,336,133,2,0,174.0,-12.0,18.0,-2.3600000000000003,0.0,-0.0297615018389404,202,47.0,26.0,21.0,-26.0,0.030431290163124014,0.1969696969696969
45.0,3.0,44.0,124.0,47.0,127.0,0.0638297872340425,0.0236220472440944,166.0,173.0,55.0,58.0,578.0,583.0,3.984,4.552,0.0045199999999999,0.0090296999999999,0.8495073545642446,0.8870413114136324,6.386666666666667,3.4266666666666663,0.3225479,0.3180313333333333,0.0507819933335626,0.8950145341704944,60001.0,48.0,128.0,2.0,1.0,166.0,-55.0,578.0,3.984,0.0045199999999999,-0.8495073545642446,42.0,127.0,110.0,0.0,237.0,127.0,0.5358649789029536,1.0,140.0,341.0,15.0,50.0,66.0,273.0,2.628,3.848,0.0030099999999999,0.2663622,0.4576467624086672,0.921363094504049,1.9217637795275588,3.739111111111112,0.3203699610236221,0.330080512992126,0.460405117074757,0.9231429052831488,mad,60001,238,128,2,1,140.0,2.0,61.0,-2.628,0.0,-0.4576467624086672,94,190.0,124.0,66.0,-124.0,0.47203519166891106,0.9763779527559056
46.0,104.0,183.0,19.0,287.0,123.0,0.3623693379790941,0.8455284552845529,181.0,568.0,18.0,61.0,63.0,507.0,2.624,8.152000000000001,0.0,0.4089886399999999,0.4566506870665942,0.9535543260960528,1.4580194174757284,3.60295145631068,0.7998038825000001,0.8371587040384616,0.3432608658051926,0.7480816816702482,60001.0,288.0,134.0,2.0,1.0,181.0,-12.0,54.0,-2.624,0.0,-0.4566506870665942,162.0,112.0,208.0,11.0,320.0,123.0,0.35,0.9105691056910568,184.0,562.0,17.0,63.0,56.0,503.0,2.856,8.224,1.1102230246251563e-16,0.8406986399999999,0.3834104394667716,0.8135046527299297,1.366198198198198,3.644828828828829,0.7729290644642858,0.8290506571428571,0.4403785158563191,0.7521140148753093,mad,60001,321,134,2,1,184.0,-3.0,46.5,-2.856,0.0,-0.3656581323249739,179,33.0,8.0,25.0,-8.0,-0.01236933797909412,0.06504065040650386
47.0,172.0,13.0,0.0,185.0,172.0,0.9297297297297298,1.0,66.0,142.0,16.0,25.0,66.0,224.0,0.0399999999999995,1.848,0.003665,1.07452,0.2878391489810747,0.5043478260869565,2.680418604651163,2.7142325581395355,1.1394890406976743,1.1654655232558142,0.6365670167143997,0.9302672457602372,60001.0,186.0,178.0,2.0,1.0,66.0,16.0,66.0,0.0159999999999997,0.0,-0.2878391489810747,6.0,172.0,9.0,0.0,181.0,172.0,0.9502762430939228,1.0,74.0,162.0,12.0,28.0,74.0,110.0,0.0479999999999996,2.48,0.0033599999999999,1.0946900000000002,0.35481866361637,0.9180035237388724,2.6887906976744187,2.7142325581395355,1.143995976744186,1.1654655232558142,0.5624274742868071,0.9302672457602372,mad,60001,182,178,2,1,74.0,12.0,74.0,0.0239999999999995,0.0,-0.35481866361637,4,-4.0,0.0,-4.0,0.0,0.020546513364192998,0.0
48.0,135.0,37.0,6.0,172.0,141.0,0.7848837209302325,0.9574468085106383,65.0,318.0,22.0,62.0,64.0,802.0,0.1120000000000001,4.032,0.0,0.56243,0.2956835121631583,0.7932067932067932,2.981570370370371,3.3031703703703705,0.8982326997037038,0.9231912542222224,0.5684786140673861,0.8849953825696752,60001.0,173.0,144.0,2.0,0.0,65.0,-21.0,63.0,-0.032,0.0,-0.2956835121631583,31.0,139.0,32.0,2.0,171.0,141.0,0.8128654970760234,0.9858156028368794,61.0,365.0,19.0,61.0,61.0,365.0,0.1199999999999996,3.824,2.220446049250313e-16,0.56243,0.2500939810367152,0.7957208255741776,3.005122302158273,3.318503597122302,0.8861084565467627,0.9094118656115108,0.6146463159632981,0.8816005597059152,mad,60001,171,144,2,0,61.0,-16.0,60.0,-0.032,2.220446049250313e-16,-0.2500939810367152,28,-1.0,4.0,-5.0,-4.0,0.027981776145790893,0.028368794326241065
49.0,122.0,107.0,13.0,229.0,135.0,0.5327510917030568,0.9037037037037036,131.5,289.0,13.0,61.0,71.0,556.0,2.652,3.896,0.0127099999999999,0.26002,0.6461434493944564,0.9582179713063176,1.4382950819672131,3.4789508196721317,0.5899319999999999,0.6090894508196721,0.2637812773860319,0.877396890557127,60001.0,230.0,137.0,2.0,0.0,131.5,-11.0,70.0,-2.652,-0.001955,-0.6461434493944564,102.0,135.0,57.0,0.0,192.0,135.0,0.703125,1.0,59.0,272.0,8.0,43.0,51.0,334.0,0.1319999999999996,4.167999999999999,0.01271,0.2600199999999999,0.2690821482767791,0.8875119813775161,2.4939259259259257,3.4934328358208955,0.5808555555555556,0.6011080148148148,0.5377799610316553,0.8749562145087745,mad,60001,193,137,2,0,59.0,3.0,50.0,-0.096,-0.00098,-0.2690821482767791,52,-37.0,13.0,-50.0,-13.0,0.1703739082969432,0.09629629629629644
50.0,116.0,9.0,1.0,125.0,117.0,0.928,0.9914529914529916,73.0,197.0,28.5,62.0,73.0,197.0,0.056,3.72,0.0,0.033236,0.4371513355885896,0.6375974780155965,3.835478260869566,4.044382608695653,0.9984157474137932,0.9986601327586206,0.4567880255238652,0.886595176017241,60001.0,126.0,118.0,2.0,1.0,73.0,-28.5,73.0,-0.016,0.0,-0.4371513355885896,8.0,117.0,18.0,0.0,135.0,117.0,0.8666666666666667,1.0,70.0,194.0,25.0,61.0,67.0,194.0,0.0719999999999998,3.4559999999999995,0.0,0.0332360000000001,0.3905201342281879,0.6123397675694549,3.6371034482758615,4.046206896551724,0.998429288034188,0.9986715846153846,0.5050223760310664,0.8872225676752132,mad,60001,136,118,2,1,70.0,-25.0,67.0,-0.016,0.0,-0.3905201342281879,18,10.0,1.0,9.0,-1.0,-0.06133333333333335,0.008547008547008406
51.0,146.0,12.0,0.0,158.0,146.0,0.9240506329113924,1.0,85.5,251.0,9.0,34.0,90.0,212.0,0.064,3.528,0.00244,0.3691949999999999,0.3627653281387616,0.7786587163778134,3.172082758620689,3.257986206896552,0.8568170890410959,0.8757240410958903,0.5418032840477038,0.9195664988732156,60001.0,158.0,146.0,2.0,0.0,85.5,7.0,85.0,-0.008,0.0,-0.3627653281387616,4.0,146.0,10.0,0.0,156.0,146.0,0.935897435897436,1.0,84.0,248.0,10.0,32.0,85.0,207.0,0.064,3.552,0.00244,0.3154,0.3384808842601958,0.7866030610216657,3.168328767123288,3.257986206896552,0.8661615753424657,0.8757240410958903,0.5737534016747333,0.9195664988732156,mad,60001,156,146,2,0,84.0,9.5,83.0,-0.008,0.0,-0.3384808842601958,5,-2.0,0.0,-2.0,0.0,0.01184680298604357,0.0
52.0,139.0,48.0,7.0,187.0,146.0,0.7433155080213903,0.952054794520548,143.0,287.0,13.0,62.0,105.0,599.0,0.1880000000000001,3.312,0.0141699999999999,0.36258,0.3926340694006309,0.9199906293924722,2.435014492753623,3.238782608695652,0.6626101715107915,0.6819275097841727,0.4252825977490117,0.8135211779578368,60001.0,188.0,147.0,2.0,1.0,143.0,3.0,101.0,-0.068,0.0,-0.3926340694006309,44.0,145.0,14.0,1.0,159.0,146.0,0.9119496855345912,0.9931506849315068,91.0,258.0,18.0,29.0,86.0,232.0,0.04,2.968,0.0139299999999999,0.23088,0.1683664544118674,0.7846938775510204,3.071277777777778,3.249722222222222,0.6548639575172414,0.6719294128275862,0.666112219917447,0.8155073211286296,mad,60001,160,147,2,1,91.0,18.0,85.0,-0.008,0.0,-0.1491942421288065,13,-28.0,6.0,-34.0,-6.0,0.16863417751320087,0.041095890410958846
53.0,153.0,64.0,0.0,217.0,153.0,0.7050691244239631,1.0,66.0,210.0,14.0,44.0,52.0,203.0,0.2320000000000001,3.648,0.0105049999999999,0.18983,0.4129004576659039,0.8675594651098576,2.151842105263158,3.097473684210526,0.7456824671895425,0.7617725623529411,0.4510515259548151,0.8820631988654783,60001.0,217.0,155.0,2.0,0.0,66.0,4.0,52.0,-0.1920000000000001,0.0,-0.4129004576659039,55.0,153.0,50.0,0.0,203.0,153.0,0.7536945812807881,1.0,55.0,213.0,12.0,39.0,47.0,201.0,0.1960000000000001,3.176,0.0105049999999999,0.18983,0.289,0.8505782105903835,2.34378947368421,3.097473684210526,0.7457655390849672,0.7617725623529411,0.5390258411842408,0.8820631988654783,mad,60001,203,155,2,0,55.0,7.0,47.0,-0.1319999999999999,-1.1102230246251563e-16,-0.289,42,-14.0,0.0,-14.0,0.0,0.04862545685682507,0.0
