episode_id,subject,featuregraph_object_id,discordance_type,temporal_pattern,burst_id,burst_size,previous_featuregraph_object_id,next_featuregraph_object_id,start_index,start_time_seconds,peak_index,peak_time_seconds,end_index,end_time_seconds,peak_detection_index,peak_detection_time_seconds,peak_detection_latency_samples,peak_detection_latency_seconds,period_seconds,full_excursion,temporal_symmetry,annotation_status,excluded_by_ann1,excluded_by_ann2,excluded_by_both_annotators,retained_by_one_or_both_annotators,plateau_boundary_ambiguous,clinical_interpretation,sampling_rate_hz,construction,construction_version,comparator,is_complete,transition_complete,plateau_invalidated_complete,start_trough_transition_index,start_trough_start_index,start_trough_end_index,peak_transition_index,peak_start_index,peak_end_index,end_trough_transition_index,end_trough_start_index,end_trough_end_index,burst_number
bidmc-13-fg-0164,13,164,featuregraph_only,burst,bidmc-13-burst-027,22,163,165,40538.0,324.304,40656.0,325.248,40759.0,326.072,40757,326.056,101.0,0.808,1.816,0.08895,0.9321266968325792,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,40538,40538,40538,40655,40655,40657,40760,40759,40760,27
bidmc-13-fg-0165,13,165,featuregraph_only,burst,bidmc-13-burst-027,22,164,166,40759.0,326.072,40765.0,326.12,40873.0,326.984,40865,326.92,100.0,0.8,0.872,0.11534000000000003,0.10526315789473684,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,40760,40759,40760,40765,40765,40765,40873,40873,40873,27
bidmc-13-fg-0166,13,166,featuregraph_only,burst,bidmc-13-burst-027,22,165,167,40873.0,326.984,40990.0,327.92,41097.0,328.776,41091,328.728,101.0,0.808,1.8,0.09970999999999997,0.9553571428571429,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,40873,40873,40873,40989,40989,40991,41098,41097,41098,27
bidmc-13-fg-0167,13,167,featuregraph_only,burst,bidmc-13-burst-027,22,166,168,41097.0,328.776,41101.0,328.808,41200.0,329.6,41202,329.616,101.0,0.808,0.888,0.12023999999999999,0.07766990291262132,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,41098,41097,41098,41101,41101,41102,41201,41200,41201,27
bidmc-13-fg-0169,13,169,featuregraph_only,isolated,bidmc-13-burst-028,1,168,170,41436.0,331.488,41437.0,331.496,41535.0,332.28,41537,332.296,100.0,0.8,0.912,0.12415000000000004,0.02020202020202022,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,41436,41436,41436,41437,41437,41437,41535,41535,41535,28
bidmc-13-fg-0171,13,171,featuregraph_only,isolated,bidmc-13-burst-029,1,170,172,41771.0,334.168,41774.0,334.192,41862.0,334.896,41876,335.008,102.0,0.816,1.024,0.10655,0.06593406593406592,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,41772,41771,41772,41773,41773,41776,41863,41862,41863,29
bidmc-13-fg-0174,13,174,featuregraph_only,isolated,bidmc-13-burst-030,1,173,175,42437.0,339.496,42445.0,339.56,42560.0,340.48,42546,340.368,101.0,0.808,0.928,0.11926,0.13008130081300817,excluded_by_ann2,False,True,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,42437,42437,42437,42445,42445,42446,42560,42560,42560,30
bidmc-13-fg-0176,13,176,featuregraph_only,burst,bidmc-13-burst-031,3,175,177,42671.0,341.368,42781.0,342.248,42889.0,343.112,42881,343.048,100.0,0.8,0.88,0.11144000000000001,0.9908256880733946,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,42673,42670,42673,42781,42781,42781,42889,42889,42889,31
bidmc-13-fg-0177,13,177,featuregraph_only,burst,bidmc-13-burst-031,3,176,178,42889.0,343.112,42996.0,343.968,43107.0,344.856,43101,344.808,105.0,0.84,1.72,0.10753000000000001,0.981651376146789,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,42889,42889,42889,42991,42991,43001,43107,43107,43107,31
bidmc-13-fg-0178,13,178,featuregraph_only,burst,bidmc-13-burst-031,3,177,179,43107.0,344.856,43114.0,344.912,43208.0,345.664,43215,345.72,101.0,0.808,0.944,0.1046,0.13861386138613863,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,43107,43107,43107,43113,43113,43115,43208,43208,43208,31
bidmc-13-fg-0180,13,180,featuregraph_only,burst,bidmc-13-burst-032,3,179,181,43445.0,347.56,43449.0,347.592,43552.0,348.416,43551,348.408,102.0,0.816,0.96,0.11046,0.07476635514018692,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,43445,43445,43445,43448,43448,43451,43553,43552,43553,32
bidmc-13-fg-0181,13,181,featuregraph_only,burst,bidmc-13-burst-032,3,180,182,43552.0,348.416,43666.0,349.328,43780.0,350.24,43767,350.136,101.0,0.808,1.736,0.12219,1.0,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,43553,43552,43553,43665,43665,43667,43780,43780,43780,32
bidmc-13-fg-0182,13,182,featuregraph_only,burst,bidmc-13-burst-032,3,181,183,43780.0,350.24,43787.0,350.296,43887.0,351.096,43889,351.112,102.0,0.816,0.968,0.12023999999999999,0.13084112149532712,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,43780,43780,43780,43785,43785,43789,43888,43887,43888,32
bidmc-13-fg-0184,13,184,featuregraph_only,isolated,bidmc-13-burst-033,1,183,185,44219.0,353.752,44343.0,354.744,44348.0,354.784,44446,355.568,103.0,0.824,2.672,0.12904000000000002,0.07751937984496127,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,44220,44219,44220,44341,44341,44346,44348,44348,44348,33
bidmc-13-fg-0187,13,187,featuregraph_only,burst,bidmc-13-burst-034,2,186,188,44782.0,358.256,44796.0,358.368,44901.0,359.208,44897,359.176,101.0,0.808,0.952,0.12219000000000002,0.23529411764705888,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,44783,44781,44783,44795,44795,44797,44901,44901,44901,34
bidmc-13-fg-0188,13,188,featuregraph_only,burst,bidmc-13-burst-034,2,187,189,44901.0,359.208,45016.0,360.128,45021.0,360.168,45117,360.936,101.0,0.808,1.76,0.1476,0.08333333333333337,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,44901,44901,44901,45015,45015,45017,45021,45021,45021,34
bidmc-13-fg-0192,13,192,featuregraph_only,isolated,bidmc-13-burst-035,1,191,193,45909.0,367.272,45915.0,367.32,46027.0,368.216,46017,368.136,102.0,0.816,0.864,0.12610000000000002,0.10169491525423724,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45910,45909,45910,45913,45913,45917,46027,46027,46027,35
bidmc-13-fg-0195,13,195,featuregraph_only,isolated,bidmc-13-burst-036,1,194,196,46583.0,372.664,46587.0,372.696,46699.0,373.592,46687,373.496,100.0,0.8,0.872,0.14467,0.06896551724137934,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,46583,46583,46583,46587,46587,46587,46700,46699,46700,36
bidmc-13-fg-0197,13,197,featuregraph_only,burst,bidmc-13-burst-037,2,196,198,46916.0,375.328,46921.0,375.368,47033.0,376.264,47021,376.168,100.0,0.8,0.872,0.14075999999999997,0.0854700854700855,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,46916,46916,46916,46921,46921,46921,47034,47033,47034,37
bidmc-13-fg-0198,13,198,featuregraph_only,burst,bidmc-13-burst-037,2,197,199,47033.0,376.264,47146.0,377.168,47149.0,377.192,47248,377.984,102.0,0.816,1.8,0.11339000000000002,0.051724137931034475,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,47034,47033,47034,47145,47145,47148,47149,47149,47149,37
bidmc-13-fg-0200,13,200,featuregraph_only,burst,bidmc-13-burst-038,4,199,201,47367.0,378.936,47480.0,379.84,47709.0,381.672,47581,380.648,101.0,0.808,1.784,0.14955999999999997,0.6608187134502924,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,47367,47367,47367,47479,47479,47481,47709,47709,47709,38
bidmc-13-fg-0201,13,201,featuregraph_only,burst,bidmc-13-burst-038,4,200,202,47709.0,381.672,47859.0,382.872,48031.0,384.248,47960,383.68,101.0,0.808,3.032,0.14663,0.9316770186335404,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,47709,47709,47709,47858,47858,47860,48031,48031,48031,38
bidmc-13-fg-0202,13,202,featuregraph_only,burst,bidmc-13-burst-038,4,201,203,48031.0,384.248,48039.0,384.312,48140.0,385.12,48140,385.12,101.0,0.808,1.44,0.08895,0.14678899082568808,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,48031,48031,48031,48038,48038,48040,48140,48140,48140,38
bidmc-13-fg-0203,13,203,featuregraph_only,burst,bidmc-13-burst-038,4,202,204,48140.0,385.12,48264.0,386.112,48266.0,386.128,48365,386.92,101.0,0.808,1.8,0.13099,0.031746031746031744,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,48140,48140,48140,48263,48263,48265,48266,48266,48266,38
bidmc-13-fg-0205,13,205,featuregraph_only,burst,bidmc-13-burst-039,2,204,206,48483.0,387.864,48596.0,388.768,48601.0,388.808,48698,389.584,102.0,0.816,1.792,0.13294,0.0847457627118644,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,48483,48483,48483,48595,48595,48598,48601,48601,48601,39
bidmc-13-fg-0206,13,206,featuregraph_only,burst,bidmc-13-burst-039,2,205,207,48601.0,388.808,48709.0,389.672,48826.0,390.608,48809,390.472,100.0,0.8,0.904,0.11534999999999995,0.96,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,48601,48601,48601,48709,48709,48709,48826,48826,48826,39
bidmc-13-fg-0208,13,208,featuregraph_only,burst,bidmc-13-burst-040,4,207,209,49268.0,394.144,49387.0,395.096,49609.0,396.872,49488,395.904,101.0,0.808,2.704,0.14565,0.6979472140762464,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,49268,49268,49268,49387,49387,49388,49610,49609,49610,40
bidmc-13-fg-0209,13,209,featuregraph_only,burst,bidmc-13-burst-040,4,208,210,49609.0,396.872,49727.0,397.816,49834.0,398.672,49829,398.632,102.0,0.816,2.72,0.10459000000000002,0.9511111111111111,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,49610,49609,49610,49726,49726,49729,49834,49834,49834,40
bidmc-13-fg-0210,13,210,featuregraph_only,burst,bidmc-13-burst-040,4,209,211,49834.0,398.672,49836.0,398.688,49949.0,399.592,49937,399.496,101.0,0.808,0.872,0.11828000000000002,0.034782608695652195,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,49834,49834,49834,49835,49835,49837,49949,49949,49949,40
bidmc-13-fg-0211,13,211,featuregraph_only,burst,bidmc-13-burst-040,4,210,212,49949.0,399.592,50176.0,401.408,50285.0,402.28,50278,402.224,102.0,0.816,2.72,0.12024000000000001,0.6488095238095238,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,49949,49949,49949,50174,50174,50178,50285,50285,50285,40
bidmc-13-fg-0214,13,214,featuregraph_only,burst,bidmc-13-burst-041,4,213,215,50971.0,407.768,51085.0,408.68,51309.0,410.472,51187,409.496,102.0,0.816,1.856,0.13294000000000003,0.6745562130177515,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,50971,50971,50971,51083,51083,51087,51309,51309,51309,41
bidmc-13-fg-0215,13,215,featuregraph_only,burst,bidmc-13-burst-041,4,214,216,51309.0,410.472,51527.0,412.216,51630.0,413.04,51628,413.024,101.0,0.808,3.536,0.14173999999999998,0.6417445482866044,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,51309,51309,51309,51526,51526,51528,51631,51629,51631,41
bidmc-13-fg-0216,13,216,featuregraph_only,burst,bidmc-13-burst-041,4,215,217,51630.0,413.04,51642.0,413.136,51732.0,413.856,51744,413.952,102.0,0.816,0.92,0.08602999999999997,0.23529411764705888,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,51631,51629,51631,51641,51641,51644,51733,51731,51733,41
bidmc-13-fg-0217,13,217,featuregraph_only,burst,bidmc-13-burst-041,4,216,218,51732.0,413.856,51866.0,414.928,52052.0,416.416,51967,415.736,101.0,0.808,1.792,0.11339000000000002,0.8375,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,51733,51731,51733,51865,51865,51867,52053,52052,52053,41
bidmc-13-fg-0222,13,222,featuregraph_only,burst,bidmc-13-burst-042,3,221,223,53435.0,427.48,53548.0,428.384,53650.0,429.2,53649,429.192,101.0,0.808,2.712,0.13684999999999997,0.9488372093023256,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,53435,53435,53435,53548,53548,53549,53651,53650,53651,42
bidmc-13-fg-0223,13,223,featuregraph_only,burst,bidmc-13-burst-042,3,222,224,53650.0,429.2,53658.0,429.264,53777.0,430.216,53759,430.072,101.0,0.808,0.88,0.10949000000000003,0.12598425196850394,excluded_by_ann2,False,True,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,53651,53650,53651,53657,53657,53659,53777,53777,53777,42
bidmc-13-fg-0224,13,224,featuregraph_only,burst,bidmc-13-burst-042,3,223,225,53777.0,430.216,53995.0,431.96,54209.0,433.672,54095,432.76,100.0,0.8,2.696,0.14368999999999998,0.9907407407407407,excluded_by_ann2,False,True,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,53777,53777,53777,53995,53995,53995,54209,54209,54209,42
bidmc-13-fg-0226,13,226,featuregraph_only,isolated,bidmc-13-burst-043,1,225,227,54222.0,433.776,54442.0,435.536,54558.0,436.464,54544,436.352,102.0,0.816,1.76,0.09775000000000003,0.6904761904761905,excluded_by_ann2,False,True,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,54223,54221,54223,54441,54441,54444,54558,54558,54558,43
bidmc-13-fg-0229,13,229,featuregraph_only,burst,bidmc-13-burst-044,4,228,230,55342.0,442.736,55458.0,443.664,55567.0,444.536,55559,444.472,101.0,0.808,2.704,0.09090999999999999,0.9688888888888889,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,55342,55342,55342,55457,55457,55459,55567,55567,55567,44
bidmc-13-fg-0230,13,230,featuregraph_only,burst,bidmc-13-burst-044,4,229,231,55567.0,444.536,55569.0,444.552,55679.0,445.432,55669,445.352,100.0,0.8,0.888,0.10948000000000002,0.0357142857142857,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,55567,55567,55567,55569,55569,55569,55680,55679,55680,44
bidmc-13-fg-0231,13,231,featuregraph_only,burst,bidmc-13-burst-044,4,230,232,55679.0,445.432,55794.0,446.352,55897.0,447.176,55896,447.168,102.0,0.816,1.8,0.10557,0.944954128440367,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,55680,55679,55680,55793,55793,55796,55898,55897,55898,44
bidmc-13-fg-0232,13,232,featuregraph_only,burst,bidmc-13-burst-044,4,231,233,55897.0,447.176,55906.0,447.248,56012.0,448.096,56007,448.056,101.0,0.808,0.896,0.11046,0.15652173913043477,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,55898,55897,55898,55905,55905,55907,56012,56012,56012,44
bidmc-13-fg-0234,13,234,featuregraph_only,burst,bidmc-13-burst-045,3,233,235,56356.0,450.848,56580.0,452.64,56794.0,454.352,56681,453.448,101.0,0.808,3.6,0.16324,0.9771689497716896,excluded_by_ann2,False,True,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,56356,56356,56356,56579,56579,56581,56794,56794,56794,45
bidmc-13-fg-0235,13,235,featuregraph_only,burst,bidmc-13-burst-045,3,234,236,56794.0,454.352,56919.0,455.352,57139.0,457.112,57020,456.16,101.0,0.808,2.712,0.13783000000000004,0.7246376811594203,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,56794,56794,56794,56918,56918,56920,57139,57139,57139,45
bidmc-13-fg-0236,13,236,featuregraph_only,burst,bidmc-13-burst-045,3,235,237,57139.0,457.112,57256.0,458.048,57260.0,458.08,57357,458.856,101.0,0.808,2.696,0.11925000000000002,0.06611570247933884,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,57139,57139,57139,57255,57255,57257,57260,57260,57260,45
bidmc-13-fg-0240,13,240,featuregraph_only,burst,bidmc-13-burst-046,2,239,241,58264.0,466.112,58382.0,467.056,58488.0,467.904,58483,467.864,101.0,0.808,2.696,0.11046,0.9464285714285714,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,58264,58264,58264,58381,58381,58383,58488,58488,58488,46
bidmc-13-fg-0241,13,241,featuregraph_only,burst,bidmc-13-burst-046,2,240,242,58488.0,467.904,58495.0,467.96,58600.0,468.8,58597,468.776,102.0,0.816,0.904,0.12904,0.125,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,58488,58488,58488,58493,58493,58497,58600,58600,58600,46
bidmc-13-fg-0243,13,243,featuregraph_only,burst,bidmc-13-burst-047,3,242,244,58941.0,471.528,59056.0,472.448,59277.0,474.216,59157,473.256,101.0,0.808,2.688,0.14956000000000003,0.6845238095238095,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,58942,58941,58942,59056,59056,59057,59277,59277,59277,47
bidmc-13-fg-0244,13,244,featuregraph_only,burst,bidmc-13-burst-047,3,243,245,59277.0,474.216,59506.0,476.048,59624.0,476.992,59607,476.856,101.0,0.808,3.6,0.21896,0.6801152737752161,excluded_by_ann2,False,True,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,59277,59277,59277,59505,59505,59507,59624,59624,59624,47
bidmc-13-fg-0245,13,245,featuregraph_only,burst,bidmc-13-burst-047,3,244,246,59624.0,476.992,59738.0,477.904,59741.0,477.928,59839,478.712,101.0,0.808,1.856,0.13488999999999998,0.05128205128205132,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,59624,59624,59624,59738,59738,59739,59742,59741,59742,47
bidmc-14-fg-0001,14,1,featuregraph_only,burst,bidmc-14-burst-001,2,0,2,98.0,0.784,259.0,2.072,475.0,3.8,361,2.888,102.0,0.816,,0.5305599999999999,0.8541114058355438,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,98,98,98,257,257,261,475,475,475,1
bidmc-14-fg-0002,14,2,featuregraph_only,burst,bidmc-14-burst-001,2,1,3,475.0,3.8,579.0,4.632,613.0,4.904,679,5.432,100.0,0.8,2.56,0.20293,0.49275362318840576,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,475,475,475,579,579,579,614,613,614,1
bidmc-14-fg-0006,14,6,featuregraph_only,isolated,bidmc-14-burst-002,1,5,7,2133.0,17.064,2183.0,17.464,2223.0,17.784,2285,18.28,102.0,0.816,1.952,0.19071,0.8888888888888888,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,2133,2133,2133,2181,2181,2185,2224,2223,2224,2
bidmc-14-fg-0010,14,10,featuregraph_only,isolated,bidmc-14-burst-003,1,9,11,3321.0,26.568,3373.0,26.984,3382.0,27.056,3473,27.784,100.0,0.8,1.376,0.2176,0.29508196721311475,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,3321,3321,3321,3373,3373,3373,3383,3382,3383,3
bidmc-14-fg-0022,14,22,featuregraph_only,isolated,bidmc-14-burst-004,1,21,23,8547.0,68.376,8591.0,68.728,8595.0,68.76,8694,69.552,103.0,0.824,2.592,0.188265,0.16666666666666663,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,8547,8547,8547,8589,8589,8594,8595,8595,8595,4
bidmc-14-fg-0024,14,24,featuregraph_only,burst,bidmc-14-burst-005,2,23,25,9115.0,72.92,9212.0,73.696,9226.0,73.808,9315,74.52,103.0,0.824,3.104,0.26161,0.25225225225225223,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,9115,9115,9115,9210,9210,9215,9227,9226,9227,5
bidmc-14-fg-0025,14,25,featuregraph_only,burst,bidmc-14-burst-005,2,24,26,9226.0,73.808,9458.0,75.664,9757.0,78.056,9559,76.472,101.0,0.808,1.968,1.06112,0.8738229755178908,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,9227,9226,9227,9457,9457,9459,9757,9757,9757,5
bidmc-14-fg-0030,14,30,featuregraph_only,burst,bidmc-14-burst-006,3,29,31,11477.0,91.816,11712.0,93.696,11774.0,94.192,11817,94.536,105.0,0.84,3.04,0.76283,0.4175084175084175,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,11477,11477,11477,11708,11708,11717,11774,11774,11774,6
bidmc-14-fg-0031,14,31,featuregraph_only,burst,bidmc-14-burst-006,3,30,32,11774.0,94.192,11886.0,95.088,12125.0,97.0,11987,95.896,101.0,0.808,1.392,0.99266,0.6381766381766382,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,11774,11774,11774,11885,11885,11887,12125,12125,12125,6
bidmc-14-fg-0032,14,32,featuregraph_only,burst,bidmc-14-burst-006,3,31,33,12125.0,97.0,12204.0,97.632,12231.0,97.848,12305,98.44,101.0,0.808,2.544,0.2176,0.5094339622641509,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,12125,12125,12125,12203,12203,12205,12231,12231,12231,6
bidmc-14-fg-0034,14,34,featuregraph_only,isolated,bidmc-14-burst-007,1,33,35,12680.0,101.44,13000.0,104.0,13220.0,105.76,13102,104.816,102.0,0.816,3.84,1.03423,0.8148148148148149,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,12680,12680,12680,12999,12999,13002,13220,13220,13220,7
bidmc-14-fg-0037,14,37,featuregraph_only,isolated,bidmc-14-burst-008,1,36,38,14374.0,114.992,14417.0,115.336,14447.0,115.576,14519,116.152,102.0,0.816,1.384,0.17604000000000003,0.821917808219178,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,14374,14374,14374,14415,14415,14419,14448,14447,14448,8
bidmc-14-fg-0040,14,40,featuregraph_only,burst,bidmc-14-burst-009,2,39,41,15516.0,124.128,15833.0,126.664,16122.0,128.976,15933,127.464,100.0,0.8,5.048,0.93398,0.9537953795379538,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,15516,15516,15516,15833,15833,15833,16122,16122,16122,9
bidmc-14-fg-0041,14,41,featuregraph_only,burst,bidmc-14-burst-009,2,40,42,16122.0,128.976,16196.0,129.568,16229.0,129.832,16299,130.392,103.0,0.824,2.904,0.24694,0.6168224299065421,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,16122,16122,16122,16194,16194,16199,16229,16229,16229,9
bidmc-14-fg-0043,14,43,featuregraph_only,burst,bidmc-14-burst-010,2,42,44,16689.0,133.512,16758.0,134.064,16796.0,134.368,16861,134.888,103.0,0.824,1.752,0.13202999999999998,0.7102803738317758,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,16689,16689,16689,16756,16756,16761,16796,16796,16796,10
bidmc-14-fg-0044,14,44,featuregraph_only,burst,bidmc-14-burst-010,2,43,45,16796.0,134.368,17087.0,136.696,17252.0,138.016,17189,137.512,102.0,0.816,2.632,1.0,0.7236842105263157,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,16796,16796,16796,17085,17085,17089,17252,17252,17252,10
