subject,featuregraph_object_id,start_index,peak_index,end_index,is_complete,period_seconds,full_excursion,temporal_symmetry,transition_complete,plateau_boundary_ambiguous,plateau_invalidated_complete,start_trough_transition_index,start_trough_start_index,start_trough_end_index,peak_transition_index,peak_start_index,peak_end_index,end_trough_transition_index,end_trough_start_index,end_trough_end_index,peak_detection_index,peak_detection_latency_samples,peak_detection_latency_seconds,excluded_by_ann1,excluded_by_ann2,excluded_by_both_annotators
10,80,31098.0,31184.0,31285.0,True,3.272,0.0368932,0.9197860962566845,True,False,False,31099,31097,31099,31149,31149,31219,31285,31285,31285,31319,135.0,1.08,True,False,False
10,94,36694.0,36697.0,36810.0,True,1.296,0.355337,0.051724137931034475,True,False,False,36694,36694,36694,36696,36696,36699,36810,36810,36810,36799,102.0,0.816,True,False,False
10,97,37445.0,37603.0,37638.0,True,3.0,0.095144,0.36269430051813467,True,False,False,37446,37445,37446,37601,37601,37605,37639,37638,37639,37705,102.0,0.816,True,True,True
10,138,53820.0,53847.0,53964.0,True,3.056,0.069902,0.375,True,False,False,53821,53820,53821,53846,53846,53849,53965,53964,53965,53949,102.0,0.816,True,False,False
11,3,1274.0,1503.0,1532.0,True,4.024,0.51833,0.22480620155038755,True,False,False,1274,1274,1274,1500,1500,1507,1532,1532,1532,1607,104.0,0.832,True,True,True
11,5,1815.0,1825.0,1929.0,True,1.232,0.18826500000000002,0.17543859649122806,True,False,False,1815,1815,1815,1825,1825,1825,1929,1929,1929,1925,100.0,0.8,True,True,True
11,8,2793.0,2993.0,3192.0,True,3.712,0.79462,0.9974937343358397,True,False,False,2793,2793,2793,2991,2991,2995,3192,3192,3192,3095,102.0,0.816,False,False,False
11,9,3192.0,3305.0,3379.0,True,2.496,0.40586,0.7914438502673797,True,False,False,3192,3192,3192,3303,3303,3307,3379,3379,3379,3407,102.0,0.816,True,False,False
11,36,15706.0,15745.0,15861.0,True,1.344,0.5843499999999999,0.5032258064516129,True,False,False,15706,15706,15706,15745,15745,15745,15861,15861,15861,15845,100.0,0.8,True,True,True
11,41,18105.0,18107.0,18110.0,True,2.424,0.0,0.8,True,False,False,18105,18105,18105,18106,18106,18109,18110,18110,18110,18209,102.0,0.816,True,True,True
11,42,18110.0,18112.0,18115.0,True,0.04,0.0,0.8,True,False,False,18110,18110,18110,18111,18111,18114,18115,18115,18115,18214,102.0,0.816,True,True,True
11,44,18116.0,18127.0,18147.0,True,0.088,0.029340000000000005,0.7096774193548387,True,False,False,18117,18116,18117,18125,18125,18129,18148,18147,18148,18229,102.0,0.816,True,True,True
11,57,24082.0,24117.0,24147.0,True,2.32,0.05623,0.9230769230769231,True,False,False,24083,24081,24083,24116,24116,24119,24147,24147,24147,24219,102.0,0.816,True,True,True
11,83,37283.0,37331.0,37376.0,True,1.952,0.061125,0.967741935483871,True,False,False,37284,37283,37284,37327,37327,37335,37377,37376,37377,37435,104.0,0.832,True,True,True
11,101,45594.0,45607.0,45790.0,True,1.312,1.3912,0.13265306122448983,True,False,False,45594,45594,45594,45605,45605,45610,45790,45790,45790,45710,103.0,0.824,True,True,True
11,103,46125.0,46246.0,46360.0,True,2.016,0.74083,0.9702127659574468,True,False,False,46125,46125,46125,46245,46245,46247,46360,46360,46360,46347,101.0,0.808,True,False,False
11,129,57690.0,57770.0,57795.0,True,2.536,0.07335000000000001,0.47619047619047616,True,False,False,57690,57690,57690,57769,57769,57772,57795,57795,57795,57872,102.0,0.816,True,True,True
13,1,98.0,165.0,366.0,True,,0.15347,0.5,True,False,False,98,98,98,163,163,167,366,366,366,267,102.0,0.816,False,True,False
13,17,6097.0,6099.0,6212.0,True,0.912,0.11143999999999998,0.034782608695652195,True,False,False,6097,6097,6097,6099,6099,6100,6212,6212,6212,6200,101.0,0.808,True,True,True
13,18,6212.0,6328.0,6638.0,True,1.832,0.16715999999999998,0.5446009389671361,True,False,False,6212,6212,6212,6327,6327,6329,6638,6638,6638,6429,101.0,0.808,False,False,False
13,20,6999.0,7227.0,7355.0,True,3.6,0.13587,0.7191011235955056,True,False,False,6999,6999,6999,7226,7226,7229,7356,7355,7356,7329,102.0,0.816,False,True,False
13,21,7355.0,7567.0,7790.0,True,2.72,0.11925000000000002,0.9747126436781609,True,False,False,7356,7355,7356,7567,7567,7567,7790,7790,7790,7667,100.0,0.8,False,False,False
13,23,8237.0,8357.0,8461.0,True,2.712,0.12707000000000002,0.9285714285714286,True,False,False,8237,8237,8237,8357,8357,8357,8461,8461,8461,8457,100.0,0.8,True,False,False
13,24,8461.0,8466.0,8675.0,True,0.872,0.13294,0.04672897196261683,True,False,False,8461,8461,8461,8465,8465,8467,8675,8675,8675,8567,101.0,0.808,False,True,False
13,31,10946.0,11161.0,11357.0,True,3.52,0.12805,0.9537712895377128,True,False,False,10946,10946,10946,11160,11160,11162,11357,11357,11357,11262,101.0,0.808,False,False,False
13,36,12954.0,13069.0,13180.0,True,2.688,0.13979,0.9823008849557522,True,False,False,12954,12954,12954,13069,13069,13069,13180,13180,13180,13169,100.0,0.8,True,False,False
13,37,13180.0,13182.0,13292.0,True,0.904,0.12024000000000001,0.0357142857142857,True,False,False,13180,13180,13180,13181,13181,13183,13292,13292,13292,13283,101.0,0.808,False,True,False
13,39,13517.0,13521.0,13731.0,True,0.896,0.17106,0.03738317757009346,True,False,False,13517,13517,13517,13521,13521,13521,13732,13731,13732,13621,100.0,0.8,False,True,False
13,41,14078.0,14197.0,14424.0,True,2.704,0.11339000000000002,0.6878612716763006,True,False,False,14078,14078,14078,14196,14196,14199,14424,14424,14424,14299,102.0,0.816,False,False,False
13,42,14424.0,14649.0,14871.0,True,3.616,0.16032,0.9932885906040269,True,False,False,14424,14424,14424,14648,14648,14650,14871,14871,14871,14750,101.0,0.808,False,False,False
13,43,14871.0,14989.0,14993.0,True,2.72,0.12121000000000001,0.06557377049180324,True,False,False,14871,14871,14871,14988,14988,14990,14993,14993,14993,15090,101.0,0.808,True,False,False
13,44,14993.0,15099.0,15213.0,True,0.88,0.10557,0.9636363636363636,True,False,False,14993,14993,14993,15099,15099,15100,15213,15213,15213,15200,101.0,0.808,False,False,False
13,45,15213.0,15438.0,15572.0,True,2.712,0.13588,0.7465181058495822,True,False,False,15213,15213,15213,15437,15437,15440,15574,15570,15574,15540,102.0,0.816,False,False,False
13,46,15572.0,15587.0,15603.0,True,1.192,0.016620000000000024,0.967741935483871,True,False,False,15574,15570,15574,15575,15575,15599,15606,15600,15606,15699,112.0,0.896,True,True,True
13,47,15603.0,15619.0,15634.0,True,0.256,0.02052000000000001,0.967741935483871,True,False,False,15606,15600,15606,15607,15607,15631,15637,15632,15637,15731,112.0,0.896,True,True,True
13,49,16001.0,16118.0,16226.0,True,2.712,0.10069,0.96,True,False,False,16001,16001,16001,16117,16117,16119,16227,16226,16227,16219,101.0,0.808,False,False,False
13,50,16226.0,16236.0,16344.0,True,0.944,0.09285999999999997,0.1694915254237288,True,False,False,16227,16226,16227,16235,16235,16237,16344,16344,16344,16337,101.0,0.808,True,True,True
13,51,16344.0,16464.0,16571.0,True,1.824,0.14467000000000002,0.9427312775330396,True,False,False,16344,16344,16344,16463,16463,16466,16571,16571,16571,16566,102.0,0.816,True,False,False
13,52,16571.0,16576.0,16697.0,True,0.896,0.10558000000000001,0.07936507936507942,True,False,False,16571,16571,16571,16575,16575,16577,16697,16697,16697,16677,101.0,0.808,False,True,False
13,67,21861.0,21863.0,21865.0,True,1.648,0.006840000000000013,1.0,True,False,False,21862,21861,21862,21863,21863,21863,21866,21864,21866,21963,100.0,0.8,True,True,True
13,68,21865.0,21867.0,21869.0,True,0.032,0.005869999999999986,1.0,True,False,False,21866,21864,21866,21867,21867,21867,21870,21868,21870,21967,100.0,0.8,True,True,True
13,70,22219.0,22335.0,22443.0,True,2.688,0.11828,0.9642857142857143,True,False,False,22219,22219,22219,22333,22333,22337,22443,22443,22443,22437,102.0,0.816,False,False,False
13,71,22443.0,22446.0,22560.0,True,0.888,0.10460000000000003,0.05128205128205132,True,False,False,22443,22443,22443,22445,22445,22448,22560,22560,22560,22548,102.0,0.816,True,True,True
13,75,23348.0,23467.0,23678.0,True,2.728,0.13588,0.7212121212121212,True,False,False,23348,23348,23348,23467,23467,23468,23679,23678,23679,23568,101.0,0.808,False,False,False
13,78,24359.0,24362.0,24465.0,True,0.912,0.10851,0.05660377358490565,True,False,False,24359,24359,24359,24361,24361,24363,24465,24465,24465,24463,101.0,0.808,True,True,True
13,79,24465.0,24581.0,24697.0,True,1.752,0.12805,1.0,True,False,False,24465,24465,24465,24581,24581,24581,24697,24697,24697,24681,100.0,0.8,False,False,False
13,80,24697.0,24700.0,24880.0,True,0.952,0.12512,0.032786885245901676,True,False,False,24697,24697,24697,24700,24700,24701,24881,24880,24881,24801,101.0,0.808,True,True,True
13,82,25147.0,25149.0,25260.0,True,0.96,0.11046000000000003,0.03539823008849563,True,False,False,25147,25147,25147,25148,25148,25151,25260,25260,25260,25251,102.0,0.816,True,True,True
13,85,25935.0,25938.0,26044.0,True,0.896,0.11340000000000003,0.05504587155963303,True,False,False,25935,25935,25935,25937,25937,25939,26044,26044,26044,26039,101.0,0.808,True,True,True
13,87,26266.0,26273.0,26481.0,True,0.912,0.13685,0.06511627906976747,True,False,False,26266,26266,26266,26273,26273,26273,26481,26481,26481,26373,100.0,0.8,True,True,True
13,89,26829.0,26948.0,27052.0,True,2.696,0.11241000000000001,0.9327354260089686,True,False,False,26830,26829,26830,26948,26948,26949,27053,27052,27053,27049,101.0,0.808,False,False,False
13,90,27052.0,27057.0,27163.0,True,0.872,0.11729999999999999,0.09009009009009006,True,False,False,27053,27052,27053,27057,27057,27057,27163,27163,27163,27157,100.0,0.8,True,True,True
13,92,27503.0,27506.0,27555.0,True,1.776,0.09580000000000002,0.11538461538461542,True,False,False,27503,27503,27503,27505,27505,27507,27555,27555,27555,27607,101.0,0.808,True,True,True
13,97,29070.0,29182.0,29188.0,True,2.632,0.13391999999999998,0.10169491525423724,True,False,False,29070,29070,29070,29182,29182,29183,29188,29188,29188,29283,101.0,0.808,True,False,False
13,99,29512.0,29636.0,29852.0,True,2.712,0.12512999999999996,0.7294117647058824,True,False,False,29512,29512,29512,29635,29635,29638,29852,29852,29852,29738,102.0,0.816,False,False,False
13,100,29852.0,29966.0,29971.0,True,2.64,0.10850000000000001,0.08403361344537819,True,False,False,29852,29852,29852,29965,29965,29968,29972,29971,29972,30068,102.0,0.816,True,False,False
13,101,29971.0,30081.0,30202.0,True,0.92,0.10556999999999997,0.9523809523809523,True,False,False,29972,29971,29972,30081,30081,30081,30203,30202,30203,30181,100.0,0.8,False,True,False
13,104,31085.0,31204.0,31311.0,True,2.736,0.09971000000000002,0.9469026548672567,True,False,False,31085,31085,31085,31203,31203,31205,31311,31311,31311,31305,101.0,0.808,True,False,False
13,105,31311.0,31314.0,31426.0,True,0.88,0.10557,0.05217391304347829,True,False,False,31311,31311,31311,31312,31312,31316,31426,31426,31426,31416,102.0,0.816,False,True,False
13,109,32436.0,32438.0,32558.0,True,0.904,0.11338999999999999,0.032786885245901676,True,False,False,32436,32436,32436,32437,32437,32440,32558,32558,32558,32540,102.0,0.816,False,True,False
13,111,32886.0,32889.0,32994.0,True,0.88,0.11730000000000002,0.05555555555555558,True,False,False,32886,32886,32886,32889,32889,32890,32994,32994,32994,32990,101.0,0.808,True,True,True
13,113,33221.0,33226.0,33338.0,True,0.904,0.10166000000000003,0.0854700854700855,True,False,False,33221,33221,33221,33225,33225,33227,33338,33338,33338,33327,101.0,0.808,True,True,True
13,114,33338.0,33457.0,33461.0,True,1.848,0.13587000000000002,0.06504065040650409,True,False,False,33338,33338,33338,33457,33457,33457,33461,33461,33461,33557,100.0,0.8,True,False,False
13,115,33461.0,33463.0,33466.0,True,0.048,0.014670000000000016,0.8,True,False,False,33461,33461,33461,33462,33462,33465,33467,33466,33467,33565,102.0,0.816,True,True,True
13,116,33466.0,33469.0,33471.0,True,0.048,0.012709999999999999,0.8,True,False,False,33467,33466,33467,33468,33468,33470,33472,33471,33472,33570,101.0,0.808,True,True,True
13,117,33471.0,33474.0,33477.0,True,0.04,0.011730000000000018,1.0,True,False,False,33472,33471,33472,33473,33473,33476,33477,33477,33477,33576,102.0,0.816,True,True,True
13,118,33477.0,33479.0,33482.0,True,0.04,0.011730000000000018,0.8,True,False,False,33477,33477,33477,33478,33478,33481,33483,33482,33483,33581,102.0,0.816,True,True,True
13,119,33482.0,33485.0,33487.0,True,0.048,0.0048799999999999955,0.8,True,False,False,33483,33482,33483,33484,33484,33486,33488,33487,33488,33586,101.0,0.808,True,True,True
13,120,33487.0,33490.0,33493.0,True,0.04,0.0048900000000000055,1.0,True,False,False,33488,33487,33488,33489,33489,33492,33493,33493,33493,33592,102.0,0.816,True,True,True
13,121,33493.0,33495.0,33498.0,True,0.04,0.0048799999999999955,0.8,True,False,False,33493,33493,33493,33494,33494,33497,33499,33498,33499,33597,102.0,0.816,True,True,True
13,122,33498.0,33501.0,33503.0,True,0.048,0.0019600000000000173,0.8,True,False,False,33499,33498,33499,33500,33500,33502,33504,33503,33504,33602,101.0,0.808,True,True,True
13,123,33503.0,33506.0,33509.0,True,0.04,0.0009799999999999809,1.0,True,False,False,33504,33503,33504,33505,33505,33508,33509,33509,33509,33608,102.0,0.816,True,True,True
13,124,33509.0,33511.0,33514.0,True,0.04,0.0009799999999999809,0.8,True,False,False,33509,33509,33509,33510,33510,33513,33515,33514,33515,33613,102.0,0.816,True,True,True
13,125,33514.0,33517.0,33519.0,True,0.048,0.003910000000000025,0.8,True,False,False,33515,33514,33515,33516,33516,33518,33520,33519,33520,33618,101.0,0.808,True,True,True
13,126,33519.0,33522.0,33525.0,True,0.04,0.006849999999999967,1.0,True,False,False,33520,33519,33520,33521,33521,33524,33525,33525,33525,33624,102.0,0.816,False,True,False
13,127,33525.0,33527.0,33530.0,True,0.04,0.009780000000000011,0.8,True,False,False,33525,33525,33525,33526,33526,33529,33531,33530,33531,33629,102.0,0.816,True,True,True
13,128,33530.0,33533.0,33535.0,True,0.048,0.007819999999999994,0.8,True,False,False,33531,33530,33531,33532,33532,33534,33536,33535,33536,33634,101.0,0.808,True,True,True
13,129,33535.0,33538.0,33541.0,True,0.04,0.005869999999999986,1.0,True,False,False,33536,33535,33536,33537,33537,33540,33541,33541,33541,33640,102.0,0.816,True,True,True
13,130,33541.0,33543.0,33546.0,True,0.04,0.01368999999999998,0.8,True,False,False,33541,33541,33541,33542,33542,33545,33547,33546,33547,33645,102.0,0.816,True,True,True
13,131,33546.0,33549.0,33551.0,True,0.048,0.010759999999999992,0.8,True,False,False,33547,33546,33547,33548,33548,33550,33552,33551,33552,33650,101.0,0.808,True,True,True
13,132,33551.0,33554.0,33557.0,True,0.04,0.009780000000000011,1.0,True,False,False,33552,33551,33552,33553,33553,33556,33557,33557,33557,33656,102.0,0.816,True,True,True
13,133,33557.0,33561.0,33683.0,True,0.056,0.11241000000000001,0.06349206349206349,True,False,False,33557,33557,33557,33561,33561,33561,33683,33683,33683,33661,100.0,0.8,True,True,True
13,136,34457.0,34574.0,34585.0,True,2.68,0.14174,0.171875,True,False,False,34457,34457,34457,34573,34573,34576,34586,34585,34586,34676,102.0,0.816,True,False,False
13,142,36468.0,36589.0,36590.0,True,2.768,0.13001000000000001,0.016393442622950838,True,False,False,36468,36468,36468,36589,36589,36589,36591,36590,36591,36689,100.0,0.8,False,False,False
13,143,36590.0,36699.0,36796.0,True,0.88,0.09482000000000002,0.941747572815534,True,False,False,36591,36590,36591,36699,36699,36700,36796,36796,36796,36800,101.0,0.808,True,True,True
13,146,37483.0,37597.0,37699.0,True,2.712,0.10752999999999999,0.9444444444444444,True,False,False,37483,37483,37483,37597,37597,37597,37700,37699,37700,37697,100.0,0.8,True,False,False
13,147,37699.0,37708.0,37821.0,True,0.888,0.12317,0.14754098360655743,True,False,False,37700,37699,37700,37707,37707,37709,37821,37821,37821,37809,101.0,0.808,False,True,False
13,148,37821.0,37937.0,38045.0,True,1.832,0.12511999999999998,0.9642857142857143,True,False,False,37821,37821,37821,37936,37936,37938,38045,38045,38045,38038,101.0,0.808,True,False,False
13,149,38045.0,38050.0,38165.0,True,0.904,0.12023,0.08333333333333337,True,False,False,38045,38045,38045,38049,38049,38051,38165,38165,38165,38151,101.0,0.808,False,True,False
13,150,38165.0,38278.0,38383.0,True,1.824,0.10851000000000002,0.963302752293578,True,False,False,38165,38165,38165,38277,38277,38279,38383,38383,38383,38379,101.0,0.808,False,False,False
13,151,38383.0,38390.0,38504.0,True,0.896,0.10752999999999999,0.11570247933884292,True,False,False,38383,38383,38383,38390,38390,38391,38505,38504,38505,38491,101.0,0.808,True,True,True
13,152,38504.0,38620.0,38631.0,True,1.84,0.09090999999999999,0.17322834645669294,True,False,False,38505,38504,38505,38620,38620,38621,38631,38631,38631,38721,101.0,0.808,False,False,False
13,153,38631.0,38734.0,38845.0,True,0.912,0.1134,0.9626168224299065,True,False,False,38631,38631,38631,38733,38733,38735,38845,38845,38845,38835,101.0,0.808,True,True,True
13,154,38845.0,38961.0,39065.0,True,1.816,0.09873000000000004,0.9454545454545454,True,False,False,38845,38845,38845,38961,38961,38961,39066,39065,39066,39061,100.0,0.8,False,False,False
13,155,39065.0,39074.0,39183.0,True,0.904,0.11828000000000002,0.15254237288135597,True,False,False,39066,39065,39066,39073,39073,39075,39183,39183,39183,39175,101.0,0.808,True,True,True
13,156,39183.0,39301.0,39409.0,True,1.816,0.10458999999999999,0.9557522123893806,True,False,False,39183,39183,39183,39301,39301,39301,39409,39409,39409,39401,100.0,0.8,False,False,False
13,157,39409.0,39413.0,39523.0,True,0.896,0.10753000000000001,0.07017543859649122,True,False,False,39409,39409,39409,39413,39413,39414,39524,39523,39524,39514,101.0,0.808,True,True,True
13,158,39523.0,39641.0,39644.0,True,1.824,0.09774999999999998,0.04958677685950408,True,False,False,39524,39523,39524,39641,39641,39641,39645,39644,39645,39741,100.0,0.8,False,False,False
13,159,39644.0,39752.0,39864.0,True,0.888,0.12512,0.9818181818181818,True,False,False,39645,39644,39645,39751,39751,39753,39864,39864,39864,39853,101.0,0.808,True,True,True
13,160,39864.0,39978.0,40086.0,True,1.808,0.09384999999999999,0.972972972972973,True,False,False,39864,39864,39864,39977,39977,39980,40086,40086,40086,40080,102.0,0.816,False,False,False
13,161,40086.0,40091.0,40201.0,True,0.904,0.10753000000000001,0.08695652173913049,True,False,False,40086,40086,40086,40090,40090,40092,40201,40201,40201,40192,101.0,0.808,True,True,True
13,162,40201.0,40317.0,40320.0,True,1.808,0.09188999999999997,0.050420168067226934,True,False,False,40201,40201,40201,40317,40317,40317,40321,40320,40321,40417,100.0,0.8,False,False,False
13,163,40320.0,40429.0,40538.0,True,0.896,0.11339000000000002,1.0,True,False,False,40321,40320,40321,40429,40429,40429,40538,40538,40538,40529,100.0,0.8,True,True,True
13,164,40538.0,40656.0,40759.0,True,1.816,0.08895,0.9321266968325792,True,False,False,40538,40538,40538,40655,40655,40657,40760,40759,40760,40757,101.0,0.808,False,False,False
13,165,40759.0,40765.0,40873.0,True,0.872,0.11534000000000003,0.10526315789473684,True,False,False,40760,40759,40760,40765,40765,40765,40873,40873,40873,40865,100.0,0.8,True,True,True
13,166,40873.0,40990.0,41097.0,True,1.8,0.09970999999999997,0.9553571428571429,True,False,False,40873,40873,40873,40989,40989,40991,41098,41097,41098,41091,101.0,0.808,False,False,False
13,167,41097.0,41101.0,41200.0,True,0.888,0.12023999999999999,0.07766990291262132,True,False,False,41098,41097,41098,41101,41101,41102,41201,41200,41201,41202,101.0,0.808,True,True,True
13,169,41436.0,41437.0,41535.0,True,0.912,0.12415000000000004,0.02020202020202022,True,False,False,41436,41436,41436,41437,41437,41437,41535,41535,41535,41537,100.0,0.8,True,True,True
13,171,41771.0,41774.0,41862.0,True,1.024,0.10655,0.06593406593406592,True,False,False,41772,41771,41772,41773,41773,41776,41863,41862,41863,41876,102.0,0.816,True,True,True
13,174,42437.0,42445.0,42560.0,True,0.928,0.11926,0.13008130081300817,True,False,False,42437,42437,42437,42445,42445,42446,42560,42560,42560,42546,101.0,0.808,False,True,False
13,176,42671.0,42781.0,42889.0,True,0.88,0.11144000000000001,0.9908256880733946,True,False,False,42673,42670,42673,42781,42781,42781,42889,42889,42889,42881,100.0,0.8,True,True,True
13,177,42889.0,42996.0,43107.0,True,1.72,0.10753000000000001,0.981651376146789,True,False,False,42889,42889,42889,42991,42991,43001,43107,43107,43107,43101,105.0,0.84,False,False,False
13,178,43107.0,43114.0,43208.0,True,0.944,0.1046,0.13861386138613863,True,False,False,43107,43107,43107,43113,43113,43115,43208,43208,43208,43215,101.0,0.808,True,True,True
13,180,43445.0,43449.0,43552.0,True,0.96,0.11046,0.07476635514018692,True,False,False,43445,43445,43445,43448,43448,43451,43553,43552,43553,43551,102.0,0.816,True,True,True
13,181,43552.0,43666.0,43780.0,True,1.736,0.12219,1.0,True,False,False,43553,43552,43553,43665,43665,43667,43780,43780,43780,43767,101.0,0.808,False,False,False
13,182,43780.0,43787.0,43887.0,True,0.968,0.12023999999999999,0.13084112149532712,True,False,False,43780,43780,43780,43785,43785,43789,43888,43887,43888,43889,102.0,0.816,True,True,True
13,184,44219.0,44343.0,44348.0,True,2.672,0.12904000000000002,0.07751937984496127,True,False,False,44220,44219,44220,44341,44341,44346,44348,44348,44348,44446,103.0,0.824,False,False,False
13,187,44782.0,44796.0,44901.0,True,0.952,0.12219000000000002,0.23529411764705888,True,False,False,44783,44781,44783,44795,44795,44797,44901,44901,44901,44897,101.0,0.808,True,True,True
13,188,44901.0,45016.0,45021.0,True,1.76,0.1476,0.08333333333333337,True,False,False,44901,44901,44901,45015,45015,45017,45021,45021,45021,45117,101.0,0.808,True,False,False
13,192,45909.0,45915.0,46027.0,True,0.864,0.12610000000000002,0.10169491525423724,True,False,False,45910,45909,45910,45913,45913,45917,46027,46027,46027,46017,102.0,0.816,True,True,True
13,195,46583.0,46587.0,46699.0,True,0.872,0.14467,0.06896551724137934,True,False,False,46583,46583,46583,46587,46587,46587,46700,46699,46700,46687,100.0,0.8,True,True,True
13,197,46916.0,46921.0,47033.0,True,0.872,0.14075999999999997,0.0854700854700855,True,False,False,46916,46916,46916,46921,46921,46921,47034,47033,47034,47021,100.0,0.8,True,True,True
13,198,47033.0,47146.0,47149.0,True,1.8,0.11339000000000002,0.051724137931034475,True,False,False,47034,47033,47034,47145,47145,47148,47149,47149,47149,47248,102.0,0.816,True,False,False
13,200,47367.0,47480.0,47709.0,True,1.784,0.14955999999999997,0.6608187134502924,True,False,False,47367,47367,47367,47479,47479,47481,47709,47709,47709,47581,101.0,0.808,True,False,False
13,201,47709.0,47859.0,48031.0,True,3.032,0.14663,0.9316770186335404,True,False,False,47709,47709,47709,47858,47858,47860,48031,48031,48031,47960,101.0,0.808,False,False,False
13,202,48031.0,48039.0,48140.0,True,1.44,0.08895,0.14678899082568808,True,False,False,48031,48031,48031,48038,48038,48040,48140,48140,48140,48140,101.0,0.808,True,True,True
13,203,48140.0,48264.0,48266.0,True,1.8,0.13099,0.031746031746031744,True,False,False,48140,48140,48140,48263,48263,48265,48266,48266,48266,48365,101.0,0.808,False,False,False
13,205,48483.0,48596.0,48601.0,True,1.792,0.13294,0.0847457627118644,True,False,False,48483,48483,48483,48595,48595,48598,48601,48601,48601,48698,102.0,0.816,False,False,False
13,206,48601.0,48709.0,48826.0,True,0.904,0.11534999999999995,0.96,True,False,False,48601,48601,48601,48709,48709,48709,48826,48826,48826,48809,100.0,0.8,True,True,True
13,208,49268.0,49387.0,49609.0,True,2.704,0.14565,0.6979472140762464,True,False,False,49268,49268,49268,49387,49387,49388,49610,49609,49610,49488,101.0,0.808,False,False,False
13,209,49609.0,49727.0,49834.0,True,2.72,0.10459000000000002,0.9511111111111111,True,False,False,49610,49609,49610,49726,49726,49729,49834,49834,49834,49829,102.0,0.816,False,False,False
13,210,49834.0,49836.0,49949.0,True,0.872,0.11828000000000002,0.034782608695652195,True,False,False,49834,49834,49834,49835,49835,49837,49949,49949,49949,49937,101.0,0.808,True,True,True
13,211,49949.0,50176.0,50285.0,True,2.72,0.12024000000000001,0.6488095238095238,True,False,False,49949,49949,49949,50174,50174,50178,50285,50285,50285,50278,102.0,0.816,True,True,True
13,214,50971.0,51085.0,51309.0,True,1.856,0.13294000000000003,0.6745562130177515,True,False,False,50971,50971,50971,51083,51083,51087,51309,51309,51309,51187,102.0,0.816,False,False,False
13,215,51309.0,51527.0,51630.0,True,3.536,0.14173999999999998,0.6417445482866044,True,False,False,51309,51309,51309,51526,51526,51528,51631,51629,51631,51628,101.0,0.808,False,False,False
13,216,51630.0,51642.0,51732.0,True,0.92,0.08602999999999997,0.23529411764705888,True,False,False,51631,51629,51631,51641,51641,51644,51733,51731,51733,51744,102.0,0.816,True,True,True
13,217,51732.0,51866.0,52052.0,True,1.792,0.11339000000000002,0.8375,True,False,False,51733,51731,51733,51865,51865,51867,52053,52052,52053,51967,101.0,0.808,False,False,False
13,222,53435.0,53548.0,53650.0,True,2.712,0.13684999999999997,0.9488372093023256,True,False,False,53435,53435,53435,53548,53548,53549,53651,53650,53651,53649,101.0,0.808,True,False,False
13,223,53650.0,53658.0,53777.0,True,0.88,0.10949000000000003,0.12598425196850394,True,False,False,53651,53650,53651,53657,53657,53659,53777,53777,53777,53759,101.0,0.808,False,True,False
13,224,53777.0,53995.0,54209.0,True,2.696,0.14368999999999998,0.9907407407407407,True,False,False,53777,53777,53777,53995,53995,53995,54209,54209,54209,54095,100.0,0.8,False,True,False
13,226,54222.0,54442.0,54558.0,True,1.76,0.09775000000000003,0.6904761904761905,True,False,False,54223,54221,54223,54441,54441,54444,54558,54558,54558,54544,102.0,0.816,False,True,False
13,229,55342.0,55458.0,55567.0,True,2.704,0.09090999999999999,0.9688888888888889,True,False,False,55342,55342,55342,55457,55457,55459,55567,55567,55567,55559,101.0,0.808,False,False,False
13,230,55567.0,55569.0,55679.0,True,0.888,0.10948000000000002,0.0357142857142857,True,False,False,55567,55567,55567,55569,55569,55569,55680,55679,55680,55669,100.0,0.8,True,True,True
13,231,55679.0,55794.0,55897.0,True,1.8,0.10557,0.944954128440367,True,False,False,55680,55679,55680,55793,55793,55796,55898,55897,55898,55896,102.0,0.816,False,False,False
13,232,55897.0,55906.0,56012.0,True,0.896,0.11046,0.15652173913043477,True,False,False,55898,55897,55898,55905,55905,55907,56012,56012,56012,56007,101.0,0.808,True,True,True
13,234,56356.0,56580.0,56794.0,True,3.6,0.16324,0.9771689497716896,True,False,False,56356,56356,56356,56579,56579,56581,56794,56794,56794,56681,101.0,0.808,False,True,False
13,235,56794.0,56919.0,57139.0,True,2.712,0.13783000000000004,0.7246376811594203,True,False,False,56794,56794,56794,56918,56918,56920,57139,57139,57139,57020,101.0,0.808,False,False,False
13,236,57139.0,57256.0,57260.0,True,2.696,0.11925000000000002,0.06611570247933884,True,False,False,57139,57139,57139,57255,57255,57257,57260,57260,57260,57357,101.0,0.808,True,False,False
13,240,58264.0,58382.0,58488.0,True,2.696,0.11046,0.9464285714285714,True,False,False,58264,58264,58264,58381,58381,58383,58488,58488,58488,58483,101.0,0.808,False,False,False
13,241,58488.0,58495.0,58600.0,True,0.904,0.12904,0.125,True,False,False,58488,58488,58488,58493,58493,58497,58600,58600,58600,58597,102.0,0.816,True,True,True
13,243,58941.0,59056.0,59277.0,True,2.688,0.14956000000000003,0.6845238095238095,True,False,False,58942,58941,58942,59056,59056,59057,59277,59277,59277,59157,101.0,0.808,False,False,False
13,244,59277.0,59506.0,59624.0,True,3.6,0.21896,0.6801152737752161,True,False,False,59277,59277,59277,59505,59505,59507,59624,59624,59624,59607,101.0,0.808,False,True,False
