source_subject,source_record,construction,featuregraph_object_id,start_index,peak_index,end_index,is_complete,period_seconds,full_excursion,temporal_symmetry,transition_complete,plateau_boundary_ambiguous,plateau_invalidated_complete,start_trough_transition_index,start_trough_start_index,start_trough_end_index,peak_transition_index,peak_start_index,peak_end_index,end_trough_transition_index,end_trough_start_index,end_trough_end_index,peak_detection_index,peak_detection_latency_samples,peak_detection_latency_seconds
s00402,3616113_0003,envelope_plateau,41,15959.0,15960.0,15961.0,True,0.016,0.0,1.0,True,False,False,15959,15959,15959,15960,15960,15960,15961,15961,15961,16060,100.0,0.8
s00402,3616113_0003,envelope_plateau,42,15961.0,15962.0,15963.0,True,0.016,0.0,1.0,True,False,False,15961,15961,15961,15962,15962,15962,15963,15963,15963,16062,100.0,0.8
s00402,3616113_0003,envelope_plateau,43,15963.0,15964.0,15965.0,True,0.016,0.0,1.0,True,False,False,15963,15963,15963,15964,15964,15964,15965,15965,15965,16064,100.0,0.8
s00402,3616113_0003,envelope_plateau,44,15965.0,15966.0,15969.0,True,0.016,0.0,0.5,True,False,False,15965,15965,15965,15966,15966,15966,15972,15967,15972,16066,100.0,0.8
s00402,3616113_0003,envelope_plateau,45,15969.0,15973.0,15974.0,True,0.056,0.0,0.4,True,False,False,15972,15967,15972,15973,15973,15973,15974,15974,15974,16073,100.0,0.8
s00402,3616113_0003,envelope_plateau,46,15974.0,15975.0,15976.0,True,0.016,0.0,1.0,True,False,False,15974,15974,15974,15975,15975,15975,15976,15976,15976,16075,100.0,0.8
s00402,3616113_0003,envelope_plateau,47,15976.0,15977.0,15978.0,True,0.016,0.0,1.0,True,False,False,15976,15976,15976,15977,15977,15977,15978,15978,15978,16077,100.0,0.8
s00402,3616113_0003,envelope_plateau,48,15978.0,15979.0,15980.0,True,0.016,0.0,1.0,True,False,False,15978,15978,15978,15979,15979,15979,15980,15980,15980,16079,100.0,0.8
s00402,3616113_0003,envelope_plateau,49,15980.0,15981.0,15982.0,True,0.016,0.0,1.0,True,False,False,15980,15980,15980,15981,15981,15981,15983,15982,15983,16081,100.0,0.8
s00402,3616113_0003,envelope_plateau,53,16673.0,16675.0,16677.0,True,0.816,0.03813038130381308,1.0,True,False,False,16674,16672,16674,16675,16675,16675,16678,16676,16678,16775,100.0,0.8
s00402,3616113_0003,envelope_plateau,54,16677.0,16679.0,16683.0,True,0.032,0.08856088560885611,0.6666666666666667,True,False,False,16678,16676,16678,16679,16679,16679,16687,16680,16687,16779,100.0,0.8
s00402,3616113_0003,envelope_plateau,55,16683.0,16688.0,16690.0,True,0.072,0.006150061500615034,0.5714285714285714,True,False,False,16687,16680,16687,16688,16688,16688,16691,16689,16691,16788,100.0,0.8
s00402,3616113_0003,envelope_plateau,56,16690.0,16692.0,16693.0,True,0.032,0.006150061500615034,0.6666666666666667,True,False,False,16691,16689,16691,16692,16692,16692,16693,16693,16693,16792,100.0,0.8
s00402,3616113_0003,envelope_plateau,59,17200.0,17202.0,17204.0,True,0.512,0.02337023370233704,1.0,True,False,False,17200,17200,17200,17201,17201,17203,17204,17204,17204,17303,101.0,0.808
s00402,3616113_0003,envelope_plateau,60,17204.0,17206.0,17208.0,True,0.032,0.008610086100861003,1.0,True,False,False,17204,17204,17204,17205,17205,17207,17208,17208,17208,17307,101.0,0.808
s00402,3616113_0003,envelope_plateau,61,17208.0,17210.0,17213.0,True,0.032,0.017220172201722006,0.8,True,False,False,17208,17208,17208,17209,17209,17212,17213,17213,17213,17312,102.0,0.816
s00402,3616113_0003,envelope_plateau,62,17213.0,17215.0,17217.0,True,0.04,0.013530135301353052,1.0,True,False,False,17213,17213,17213,17214,17214,17216,17217,17217,17217,17316,101.0,0.808
s00402,3616113_0003,envelope_plateau,63,17217.0,17219.0,17221.0,True,0.032,0.007380073800737963,1.0,True,False,False,17217,17217,17217,17218,17218,17220,17221,17221,17221,17320,101.0,0.808
s00402,3616113_0003,envelope_plateau,64,17221.0,17223.0,17225.0,True,0.032,0.002460024600245969,1.0,True,False,False,17221,17221,17221,17222,17222,17224,17225,17225,17225,17324,101.0,0.808
s00402,3616113_0003,envelope_plateau,65,17225.0,17227.0,17230.0,True,0.032,0.0,0.8,True,False,False,17225,17225,17225,17226,17226,17229,17230,17230,17230,17329,102.0,0.816
s00402,3616113_0003,envelope_plateau,66,17230.0,17232.0,17234.0,True,0.04,0.002460024600245969,1.0,True,False,False,17230,17230,17230,17231,17231,17233,17234,17234,17234,17333,101.0,0.808
s00402,3616113_0003,envelope_plateau,67,17234.0,17236.0,17238.0,True,0.032,0.0073800738007380184,1.0,True,False,False,17234,17234,17234,17235,17235,17237,17238,17238,17238,17337,101.0,0.808
s00402,3616113_0003,envelope_plateau,68,17238.0,17240.0,17242.0,True,0.032,0.007380073800737963,1.0,True,False,False,17238,17238,17238,17239,17239,17241,17242,17242,17242,17341,101.0,0.808
s00402,3616113_0003,envelope_plateau,69,17242.0,17244.0,17247.0,True,0.032,0.017220172201722006,0.8,True,False,False,17242,17242,17242,17243,17243,17246,17247,17247,17247,17346,102.0,0.816
s00402,3616113_0003,envelope_plateau,70,17247.0,17249.0,17251.0,True,0.04,0.0036900369003690092,1.0,True,False,False,17247,17247,17247,17248,17248,17250,17251,17251,17251,17350,101.0,0.808
s00402,3616113_0003,envelope_plateau,71,17251.0,17253.0,17255.0,True,0.032,0.004920049200491994,1.0,True,False,False,17251,17251,17251,17252,17252,17254,17255,17255,17255,17354,101.0,0.808
s00402,3616113_0003,envelope_plateau,72,17255.0,17259.0,17264.0,True,0.048,0.018450184501845046,0.8888888888888888,True,False,False,17255,17255,17255,17256,17256,17263,17264,17264,17264,17363,104.0,0.832
s00402,3616113_0003,envelope_plateau,78,18349.0,18713.0,18852.0,True,4.448,0.964329643296433,0.5526838966202783,True,False,False,18349,18349,18349,18713,18713,18713,18853,18851,18853,18813,100.0,0.8
s00402,3616113_0003,envelope_plateau,79,18852.0,18953.0,19003.0,True,1.92,0.28044280442804426,0.6622516556291391,True,False,False,18853,18851,18853,18953,18953,18953,19003,19003,19003,19053,100.0,0.8
s00402,3616113_0003,envelope_plateau,81,19283.0,19284.0,19285.0,True,1.0,0.0,1.0,True,False,False,19283,19283,19283,19284,19284,19284,19285,19285,19285,19384,100.0,0.8
s00402,3616113_0003,envelope_plateau,82,19285.0,19289.0,19294.0,True,0.04,0.0,0.8888888888888888,True,False,False,19285,19285,19285,19286,19286,19293,19294,19294,19294,19393,104.0,0.832
s00402,3616113_0003,envelope_plateau,83,19294.0,19295.0,19296.0,True,0.048,0.0,1.0,True,False,False,19294,19294,19294,19295,19295,19295,19296,19296,19296,19395,100.0,0.8
s00402,3616113_0003,envelope_plateau,84,19296.0,19297.0,19298.0,True,0.016,0.0,1.0,True,False,False,19296,19296,19296,19297,19297,19297,19298,19298,19298,19397,100.0,0.8
s00402,3616113_0003,envelope_plateau,85,19298.0,19299.0,19300.0,True,0.016,0.0,1.0,True,False,False,19298,19298,19298,19299,19299,19299,19300,19300,19300,19399,100.0,0.8
s00402,3616113_0003,envelope_plateau,106,28298.0,28327.0,28563.0,True,1.352,1.039360393603936,0.21886792452830184,True,False,False,28298,28298,28298,28326,28326,28328,28563,28563,28563,28428,101.0,0.808
s00402,3616113_0003,envelope_plateau,108,29123.0,29169.0,29279.0,True,1.976,0.2595325953259533,0.5897435897435898,True,False,False,29123,29123,29123,29169,29169,29169,29279,29279,29279,29269,100.0,0.8
s00402,3616113_0003,envelope_plateau,115,32092.0,32124.0,32129.0,True,2.408,0.06396063960639607,0.2702702702702703,True,False,False,32093,32092,32093,32121,32121,32127,32129,32129,32129,32227,103.0,0.824
s00402,3616113_0003,envelope_plateau,123,35042.0,35065.0,35251.0,True,1.48,0.2730627306273063,0.22009569377990434,True,False,False,35042,35042,35042,35065,35065,35065,35251,35251,35251,35165,100.0,0.8
s00402,3616113_0003,envelope_plateau,144,44137.0,44569.0,45073.0,True,4.472,1.2583025830258303,0.9230769230769231,True,False,False,44137,44137,44137,44245,44245,44893,45073,45073,45073,44993,424.0,3.392
s00402,3616113_0003,envelope_plateau,150,47112.0,47114.0,47116.0,True,0.6,0.0,1.0,True,False,False,47113,47111,47113,47114,47114,47114,47117,47115,47117,47214,100.0,0.8
s00402,3616113_0003,envelope_plateau,151,47116.0,47118.0,47120.0,True,0.032,0.06888068880688807,1.0,True,False,False,47117,47115,47117,47118,47118,47118,47121,47119,47121,47218,100.0,0.8
s00402,3616113_0003,envelope_plateau,152,47120.0,47122.0,47124.0,True,0.032,0.07626076260762607,1.0,True,False,False,47121,47119,47121,47122,47122,47123,47125,47124,47125,47223,101.0,0.808
s00402,3616113_0003,envelope_plateau,153,47124.0,47126.0,47129.0,True,0.032,0.044280442804428055,0.8,True,False,False,47125,47124,47125,47126,47126,47127,47130,47128,47130,47227,101.0,0.808
s00402,3616113_0003,envelope_plateau,154,47129.0,47131.0,47133.0,True,0.04,0.0036900369003690092,1.0,True,False,False,47130,47128,47130,47131,47131,47131,47134,47132,47134,47231,100.0,0.8
s00402,3616113_0003,envelope_plateau,155,47133.0,47135.0,47137.0,True,0.032,0.01722017220172202,1.0,True,False,False,47134,47132,47134,47135,47135,47135,47138,47136,47138,47235,100.0,0.8
s00402,3616113_0003,envelope_plateau,156,47137.0,47139.0,47141.0,True,0.032,0.038130381303813035,1.0,True,False,False,47138,47136,47138,47139,47139,47140,47142,47141,47142,47240,101.0,0.808
s00402,3616113_0003,envelope_plateau,157,47141.0,47143.0,47146.0,True,0.032,0.06273062730627306,0.8,True,False,False,47142,47141,47142,47143,47143,47144,47147,47145,47147,47244,101.0,0.808
s00402,3616113_0003,envelope_plateau,160,47744.0,48065.0,48420.0,True,3.264,1.2583025830258303,0.9497041420118343,True,False,False,47744,47744,47744,47852,47852,48279,48420,48420,48420,48379,314.0,2.512
s00402,3616113_0003,envelope_plateau,161,48420.0,48495.0,48527.0,True,3.44,0.15990159901599016,0.5981308411214954,True,False,False,48420,48420,48420,48495,48495,48495,48527,48527,48527,48595,100.0,0.8
s00402,3616113_0003,envelope_plateau,164,49344.0,49453.0,49465.0,True,2.16,1.0971709717097171,0.19834710743801653,True,False,False,49344,49344,49344,49453,49453,49453,49465,49465,49465,49553,100.0,0.8
s00402,3616113_0003,envelope_plateau,182,58348.0,58397.0,58436.0,True,1.888,0.36039360393603936,0.8863636363636364,True,False,False,58348,58348,58348,58397,58397,58397,58436,58436,58436,58497,100.0,0.8
s00402,3616113_0003,envelope_plateau,185,59469.0,59471.0,59507.0,True,1.92,0.12300123001230014,0.10526315789473684,True,False,False,59469,59469,59469,59471,59471,59471,59507,59507,59507,59571,100.0,0.8
s00523,3552692_0003,envelope,2,683.0,800.0,1170.0,True,2.416,1.0,0.4804928131416838,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,7,2796.0,2836.0,2899.0,True,1.184,0.5571847507331378,0.7766990291262136,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,8,2899.0,3016.0,3379.0,True,1.44,1.0,0.48750000000000004,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,9,3379.0,3496.0,3558.0,True,3.84,0.7556207233626588,0.6927374301675977,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,10,3558.0,3666.0,3948.0,True,1.36,1.0,0.5538461538461539,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,12,4299.0,4424.0,4576.0,True,2.192,0.8934506353861192,0.9025270758122743,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,17,6197.0,6302.0,6877.0,True,2.624,1.0,0.3088235294117647,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,18,6877.0,7026.0,7469.0,True,5.792,1.0,0.5033783783783784,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,19,7469.0,7716.0,8543.0,True,5.52,1.0,0.45996275605214154,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,22,10034.0,10066.0,10213.0,True,2.816,0.6480938416422287,0.35754189944134074,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,23,10213.0,10370.0,10639.0,True,2.432,1.0,0.7370892018779343,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,24,10639.0,10661.0,10774.0,True,2.328,0.18475073313782991,0.32592592592592595,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,25,10774.0,10908.0,11076.0,True,1.976,0.25024437927663734,0.8874172185430463,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,31,13957.0,14016.0,14149.0,True,4.912,0.30498533724340177,0.6145833333333333,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,32,14149.0,14356.0,14930.0,True,2.72,1.0,0.530089628681178,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,33,14930.0,14996.0,15137.0,True,5.12,0.31573802541544477,0.6376811594202898,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,38,16584.0,16724.0,17809.0,True,3.696,1.0,0.22857142857142854,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,41,18769.0,19018.0,19403.0,True,5.968,1.0,0.7854889589905363,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,45,20971.0,20986.0,21098.0,True,1.2,0.2873900293255132,0.2362204724409449,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,46,21098.0,21294.0,21303.0,True,2.464,0.3343108504398827,0.08780487804878045,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,48,21736.0,21914.0,22148.0,True,3.896,1.0,0.8640776699029127,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,50,22372.0,22392.0,22474.0,True,1.328,0.501466275659824,0.3921568627450981,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,57,24413.0,24448.0,24461.0,True,2.176,0.18181818181818182,0.5416666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,59,24813.0,24898.0,24938.0,True,2.432,0.10850439882697947,0.64,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,61,25420.0,25454.0,25472.0,True,2.0,0.2727272727272728,0.6923076923076923,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,64,26016.0,26122.0,26383.0,True,2.048,1.0,0.5776566757493188,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,65,26383.0,26444.0,26458.0,True,2.576,0.005865102639296188,0.3733333333333333,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,68,27627.0,27940.0,28485.0,True,5.648,1.0,0.7296037296037297,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,75,30638.0,30748.0,31021.0,True,3.104,1.0,0.5744125326370757,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,79,33092.0,33272.0,33377.0,True,6.768,0.12707722385141743,0.736842105263158,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,80,33377.0,33424.0,33470.0,True,1.216,0.10752688172043012,0.989247311827957,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,81,33470.0,33574.0,33613.0,True,1.2,0.10948191593352885,0.5454545454545454,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,85,35668.0,35868.0,35887.0,True,4.344,0.37438905180840665,0.1735159817351598,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,87,36282.0,36564.0,36907.0,True,4.32,0.2991202346041056,0.9024,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,88,36907.0,37084.0,37553.0,True,4.16,0.9452590420332356,0.5479876160990712,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,89,37553.0,37658.0,37921.0,True,4.592,0.8866080156402737,0.5706521739130435,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,91,38382.0,38436.0,38548.0,True,3.28,0.1994134897360704,0.6506024096385542,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,92,38548.0,38588.0,38936.0,True,1.216,0.3020527859237537,0.20618556701030932,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,93,38936.0,39042.0,39100.0,True,3.632,0.23460410557184752,0.7073170731707317,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,95,39419.0,39464.0,39475.0,True,1.28,0.24926686217008803,0.3928571428571429,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,98,40542.0,40584.0,40640.0,True,3.984,0.19159335288367546,0.8571428571428572,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,99,40640.0,40744.0,40785.0,True,1.28,0.21309872922776146,0.5655172413793104,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,101,41101.0,41134.0,41272.0,True,1.232,0.3607038123167155,0.38596491228070173,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,102,41272.0,41546.0,41598.0,True,3.296,0.6197458455522972,0.3190184049079755,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,104,41972.0,42024.0,42212.0,True,2.544,0.16911045943304007,0.43333333333333335,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,105,42212.0,42264.0,42322.0,True,1.92,0.14467253176930595,0.9454545454545454,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,113,44997.0,45032.0,45137.0,True,1.168,0.27174975562072334,0.5,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,116,46509.0,46648.0,47039.0,True,2.752,1.0,0.5245283018867924,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,117,47039.0,47150.0,47164.0,True,4.016,0.14271749755620725,0.22399999999999998,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,119,48138.0,48254.0,48272.0,True,5.968,0.17986314760508307,0.26865671641791045,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,120,48272.0,48412.0,48831.0,True,1.264,0.6529814271749755,0.5008944543828264,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,121,48831.0,48884.0,48942.0,True,3.776,0.15151515151515152,0.954954954954955,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,125,50405.0,50448.0,50557.0,True,3.584,0.5650048875855328,0.5657894736842105,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,126,50557.0,50656.0,50806.0,True,1.664,0.41544477028348,0.7951807228915663,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,130,52905.0,53048.0,53241.0,True,4.704,0.3479960899315738,0.8511904761904762,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,131,53241.0,53302.0,53355.0,True,2.032,0.17497556207233628,0.9298245614035088,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,133,54223.0,54436.0,54476.0,True,5.936,0.32355816226783973,0.3162055335968379,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,137,56308.0,56309.0,56311.0,True,0.52,0.004887585532746819,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,138,56311.0,56312.0,56314.0,True,0.024,0.0058651026392961825,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,139,56314.0,56315.0,56317.0,True,0.024,0.00782013685239491,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,140,56317.0,56318.0,56320.0,True,0.024,0.004887585532746819,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,141,56320.0,56321.0,56323.0,True,0.024,0.0029325513196480912,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,142,56323.0,56324.0,56326.0,True,0.024,0.0019550342130987275,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,143,56326.0,56327.0,56329.0,True,0.024,0.00782013685239491,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,144,56329.0,56330.0,56332.0,True,0.024,0.014662756598240456,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,145,56332.0,56333.0,56335.0,True,0.024,0.015640273704789875,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,146,56335.0,56336.0,56338.0,True,0.024,0.014662756598240456,0.6666666666666667,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,147,56338.0,56339.0,56346.0,True,0.024,0.0420332355816227,0.25,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,148,56346.0,56406.0,56432.0,True,0.536,0.20527859237536655,0.6046511627906976,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,150,56981.0,57034.0,57058.0,True,3.76,0.2913000977517107,0.6233766233766234,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,151,57058.0,57192.0,57219.0,True,1.264,0.21603128054740958,0.3354037267080745,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,153,57932.0,57950.0,57957.0,True,4.832,0.0742913000977517,0.56,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope,156,58666.0,58780.0,58831.0,True,1.568,0.2541544477028348,0.6181818181818182,,,,,,,,,,,,,,,
s00523,3552692_0003,envelope_plateau,5,1634.0,2030.0,2509.0,True,3.872,1.0,0.9051428571428571,True,False,False,1634,1634,1634,1772,1772,2288,2509,2509,2509,2388,358.0,2.864
s00523,3552692_0003,envelope_plateau,7,2796.0,2837.0,2899.0,True,1.192,0.5571847507331378,0.7961165048543689,True,False,False,2796,2796,2796,2836,2836,2838,2899,2899,2899,2938,101.0,0.808
s00523,3552692_0003,envelope_plateau,8,2899.0,3102.0,3379.0,True,2.12,1.0,0.8458333333333333,True,False,False,2899,2899,2899,3016,3016,3188,3379,3379,3379,3288,186.0,1.488
s00523,3552692_0003,envelope_plateau,9,3379.0,3496.0,3558.0,True,3.152,0.7556207233626588,0.6927374301675977,True,False,False,3379,3379,3379,3496,3496,3496,3558,3558,3558,3596,100.0,0.8
s00523,3552692_0003,envelope_plateau,12,4299.0,4450.0,4527.0,True,2.4,0.8934506353861192,0.6754385964912281,True,False,False,4299,4299,4299,4424,4424,4476,4576,4478,4576,4576,126.0,1.008
s00523,3552692_0003,envelope_plateau,17,6197.0,6479.0,6843.0,True,3.696,1.0,0.8730650154798761,True,False,False,6197,6197,6197,6302,6302,6656,6877,6809,6877,6756,277.0,2.216
s00523,3552692_0003,envelope_plateau,18,6843.0,7175.0,7467.0,True,5.568,1.0,0.9358974358974359,True,False,False,6877,6809,6877,7026,7026,7324,7469,7465,7469,7424,249.0,1.992
s00523,3552692_0003,envelope_plateau,22,10034.0,10066.0,10201.0,True,2.248,0.6480938416422287,0.38323353293413176,True,False,False,10034,10034,10034,10066,10066,10066,10213,10189,10213,10166,100.0,0.8
s00523,3552692_0003,envelope_plateau,24,10639.0,10684.0,10773.0,True,1.952,0.18475073313782991,0.6716417910447761,True,False,False,10639,10639,10639,10661,10661,10708,10774,10773,10774,10808,124.0,0.992
s00523,3552692_0003,envelope_plateau,25,10773.0,10908.0,11076.0,True,1.792,0.25024437927663734,0.8910891089108911,True,False,False,10774,10773,10774,10908,10908,10908,11076,11076,11076,11008,100.0,0.8
s00523,3552692_0003,envelope_plateau,31,13956.0,14016.0,14149.0,True,4.536,0.30498533724340177,0.6217616580310881,True,False,False,13957,13956,13957,14016,14016,14016,14149,14149,14149,14116,100.0,0.8
s00523,3552692_0003,envelope_plateau,33,14930.0,14996.0,15137.0,True,4.472,0.31573802541544477,0.6376811594202898,True,False,False,14930,14930,14930,14996,14996,14996,15137,15137,15137,15096,100.0,0.8
s00523,3552692_0003,envelope_plateau,38,16584.0,16935.0,17769.0,True,4.984,1.0,0.5924050632911393,True,False,False,16584,16584,16584,16724,16724,17146,17809,17729,17809,17246,311.0,2.488
s00523,3552692_0003,envelope_plateau,45,20971.0,20986.0,21098.0,True,1.2,0.2873900293255132,0.2362204724409449,True,False,False,20971,20971,20971,20986,20986,20986,21098,21098,21098,21086,100.0,0.8
s00523,3552692_0003,envelope_plateau,46,21098.0,21294.0,21303.0,True,2.464,0.3343108504398827,0.08780487804878045,True,False,False,21098,21098,21098,21294,21294,21294,21303,21303,21303,21394,100.0,0.8
s00523,3552692_0003,envelope_plateau,48,21736.0,21981.0,22137.0,True,4.104,1.0,0.7780548628428927,True,False,False,21736,21736,21736,21914,21914,22048,22148,22126,22148,22148,167.0,1.336
s00523,3552692_0003,envelope_plateau,50,22372.0,22392.0,22474.0,True,1.24,0.501466275659824,0.3921568627450981,True,False,False,22372,22372,22372,22392,22392,22392,22474,22474,22474,22492,100.0,0.8
s00523,3552692_0003,envelope_plateau,57,24413.0,24448.0,24461.0,True,1.712,0.18181818181818182,0.5416666666666667,True,False,False,24413,24413,24413,24448,24448,24448,24461,24461,24461,24548,100.0,0.8
s00523,3552692_0003,envelope_plateau,59,24812.0,24899.0,24938.0,True,2.432,0.10850439882697947,0.6190476190476191,True,False,False,24813,24812,24813,24898,24898,24900,24938,24938,24938,25000,101.0,0.808
s00523,3552692_0003,envelope_plateau,61,25420.0,25454.0,25472.0,True,1.616,0.2727272727272728,0.6923076923076923,True,False,False,25420,25420,25420,25454,25454,25454,25472,25472,25472,25554,100.0,0.8
s00523,3552692_0003,envelope_plateau,65,26383.0,26444.0,26457.0,True,2.04,0.005865102639296188,0.3513513513513513,True,False,False,26383,26383,26383,26444,26444,26444,26458,26457,26458,26544,100.0,0.8
s00523,3552692_0003,envelope_plateau,77,31387.0,31749.0,32193.0,True,4.52,1.0,0.8982630272952854,True,False,False,31407,31367,31407,31564,31564,31934,32193,32193,32193,32034,285.0,2.28
s00523,3552692_0003,envelope_plateau,79,33092.0,33273.0,33377.0,True,6.656,0.12707722385141743,0.7298245614035088,True,False,False,33092,33092,33092,33272,33272,33274,33377,33377,33377,33374,101.0,0.808
s00523,3552692_0003,envelope_plateau,80,33377.0,33424.0,33470.0,True,1.208,0.10752688172043012,0.989247311827957,True,False,False,33377,33377,33377,33424,33424,33424,33470,33470,33470,33524,100.0,0.8
s00523,3552692_0003,envelope_plateau,81,33470.0,33574.0,33613.0,True,1.2,0.10948191593352885,0.5454545454545454,True,False,False,33470,33470,33470,33574,33574,33574,33613,33613,33613,33674,100.0,0.8
s00523,3552692_0003,envelope_plateau,85,35668.0,35868.0,35887.0,True,4.344,0.37438905180840665,0.1735159817351598,True,False,False,35668,35668,35668,35868,35868,35869,35887,35887,35887,35969,101.0,0.808
s00523,3552692_0003,envelope_plateau,87,36282.0,36564.0,36907.0,True,4.32,0.2991202346041056,0.9024,True,False,False,36282,36282,36282,36564,36564,36564,36907,36907,36907,36664,100.0,0.8
s00523,3552692_0003,envelope_plateau,91,38382.0,38436.0,38548.0,True,3.16,0.1994134897360704,0.6506024096385542,True,False,False,38382,38382,38382,38436,38436,38436,38548,38548,38548,38536,100.0,0.8
s00523,3552692_0003,envelope_plateau,92,38548.0,38588.0,38936.0,True,1.216,0.3020527859237537,0.20618556701030932,True,False,False,38548,38548,38548,38588,38588,38588,38936,38936,38936,38688,100.0,0.8
s00523,3552692_0003,envelope_plateau,93,38936.0,39042.0,39100.0,True,3.632,0.23460410557184752,0.7073170731707317,True,False,False,38936,38936,38936,39042,39042,39042,39100,39100,39100,39142,100.0,0.8
s00523,3552692_0003,envelope_plateau,95,39419.0,39464.0,39474.0,True,1.272,0.24926686217008803,0.36363636363636365,True,False,False,39419,39419,39419,39464,39464,39465,39475,39474,39475,39565,101.0,0.808
s00523,3552692_0003,envelope_plateau,98,40542.0,40585.0,40640.0,True,3.864,0.19159335288367546,0.8775510204081632,True,False,False,40542,40542,40542,40584,40584,40586,40640,40640,40640,40686,101.0,0.808
s00523,3552692_0003,envelope_plateau,99,40640.0,40745.0,40784.0,True,1.28,0.21309872922776146,0.5416666666666667,True,False,False,40640,40640,40640,40744,40744,40746,40785,40784,40785,40846,101.0,0.808
s00523,3552692_0003,envelope_plateau,101,41101.0,41134.0,41272.0,True,1.232,0.3607038123167155,0.38596491228070173,True,False,False,41101,41101,41101,41134,41134,41135,41272,41272,41272,41235,101.0,0.808
